node_id,node_type,original_id,display_name,channel,views,likes
video_dx9mF1KJr0s,video,dx9mF1KJr0s,Kelly Clarkson - I Don't Think About You [Official,Kelly Clarkson,1855482,69412
video_IU-Fo-QEpOI,video,IU-Fo-QEpOI,Dude Perfect Face Off | What's In The Box,Whistle Sports,2172958,33920
video_86ysRAffCpI,video,86ysRAffCpI,VLOG 8 l Weekend Night Routine l Olivia Jade,Olivia Jade,557916,22048
video_4HX6R88QZB0,video,4HX6R88QZB0,Original 2007 iPhone Unboxing!!!,iJustine,1255581,34039
video_DMlITdf3w-o,video,DMlITdf3w-o,Eating With My DAD!,Mark Wiens,709922,21806
video_kJ18whKduFo,video,kJ18whKduFo,Age & Aging: Crash Course Sociology #36,CrashCourse,46794,1703
video_vDtyaRoonx4,video,vDtyaRoonx4,GIANT ICE BLOCK Vs. TRAMPOLINE from 45m!,How Ridiculous,8280684,378013
video_NjMd89dggAk,video,NjMd89dggAk,Shawn Mendes - In My Blood (Live From The Billboar,ShawnMendesVEVO,498818,23655
video_D6Oy4LfoqsU,video,D6Oy4LfoqsU,I GAVE SAFIYA NYGAARD A PERFECT HAIR MAKEOVER BASE,Brad Mondo,946671,44283
video_s1APv5uO2VU,video,s1APv5uO2VU,[ASMR] Scratching Different Objects ♡,Gibi ASMR,752867,15520
video_If-n27SUAl8,video,If-n27SUAl8,GUY DANCES WITH HIS NEIGHBORS,Michael Callaghan,31294,487
video_0gDVWPPgMKY,video,0gDVWPPgMKY,Sumo Wrestling in 4K,The Slow Mo Guys,1292322,43551
video_JWH5KE1atAg,video,JWH5KE1atAg,[STATION] Siedah Garrett X 보아 (BoA) 'Man in the Mi,SMTOWN,302226,28891
video_tUbky9YzPZY,video,tUbky9YzPZY,HUGE Pond Jump FAIL!!,RomanAtwoodVlogs,1573462,58903
video___1SjDrSMik,video,__1SjDrSMik,maybe i could eat blades of grass,bill wurtz,1256855,134956
video_C-DfipidnOE,video,C-DfipidnOE,Dear Snapchat!,Marques Brownlee,1452821,81929
video_enH3xA4mYcY,video,enH3xA4mYcY,SORRY TO BOTHER YOU | Official Trailer,Annapurna Channel,2092017,8368
video_VH-DA0YgHHU,video,VH-DA0YgHHU,Foo Fighters - Everlong/Christmas (Baby Please Com,foofightersVEVO,571542,17823
video_3yy-dKTmyOo,video,3yy-dKTmyOo,"Milo Manheim, Meg Donnelly - Someday (From ZOMBIES",DisneyMusicVEVO,2673063,43570
video__6lGaYh71g4,video,_6lGaYh71g4,WTF - $300 Toaster?!,Simon and Martina,368937,15116
video_7NcVNt7zQJM,video,7NcVNt7zQJM,Luke Bryan - Out Of Nowhere Girl (Audio),LukeBryanVEVO,149801,5575
video_nRafaCcfrcI,video,nRafaCcfrcI,73 Questions With Liza Koshy | Vogue,Vogue,2935330,281095
video_FhllRWReNEE,video,FhllRWReNEE,Melting Every Lipstick From Sephora Together,Safiya Nygaard,7223754,391342
video_UKserM-i0_A,video,UKserM-i0_A,Panic! At The Disco: High Hopes (Audio),Panic! At The Disco,7192582,226531
video_8h--kFui1JA,video,8h--kFui1JA,Sam Smith - Pray (Official Video) ft. Logic,SamSmithWorldVEVO,13449799,316898
video_oFqHvacY9Kk,video,oFqHvacY9Kk,björk - the gate deconstructed,Björk,65286,5027
video_CT-orZzuN2A,video,CT-orZzuN2A,Ryan Reynolds Explains the Deadpool Leak | Best of,The Graham Norton Show,2294935,38110
video_5SNX4JuM39c,video,5SNX4JuM39c,Jerry Rice Answers Football Questions From Twitter,WIRED,102105,2384
video_pl-DjiO8das,video,pl-DjiO8das,THE PROPOSAL | Felix & Marzia 💍,Marzia,3242681,337861
video_nZM9Ko806Bg,video,nZM9Ko806Bg,How I Skinned My Face,William Osman,420131,19189
video_HgknAaKNaMM,video,HgknAaKNaMM,Carrie Underwood - The Champion ft. Ludacris,carrieunderwoodVEVO,4426388,88955
video_o7iL2KzDh38,video,o7iL2KzDh38,Martin Garrix & David Guetta - So Far Away (feat. ,Martin Garrix,4667401,244335
video_qK11sSjEM3c,video,qK11sSjEM3c,Russell Westbrook pushes away Denver Nuggets fan a,ESPN,538104,1971
video_XXRBLyQQ78A,video,XXRBLyQQ78A,Only Slightly Exaggerated | Travel Oregon,oregon,664929,26263
video_DmWm3ar0PiQ,video,DmWm3ar0PiQ,I made this sculpture using aluminium foil (and da,Bobby Duke Arts,310268,25045
video_Hgc2njyY4Rs,video,Hgc2njyY4Rs,What If 2017 Never Happened?? | CHRIS AND BRITTANY,Chris Reinacher,73061,3956
video_ZcCp7488puc,video,ZcCp7488puc,Grace VanderWaal - Clearly,GraceVanderWaalVEVO,3006056,178417
video_j4KvrAUjn6c,video,j4KvrAUjn6c,WE MADE OUR MOM CRY...HER DREAM CAME TRUE!,Lucas and Marcus,6773604,116508
video_qZHycHI3F1Q,video,qZHycHI3F1Q,Football vs Soccer Trick Shots | Dude Perfect,Dude Perfect,13907124,571378
video_aEM2kOrrNJI,video,aEM2kOrrNJI,"Jennifer Lopez - Dinero ft. DJ Khaled, Cardi B",JenniferLopezVEVO,27794763,438399
video_NukmFF__G-g,video,NukmFF__G-g,Mason Ramsey - Famous [Lyric Video],Mason Ramsey,12907907,490249
video_lBHPVE3AI6Y,video,lBHPVE3AI6Y,Iran-Iraq border earthquake is deadliest of 2017 -,BBC News,104295,423
video_RxlSl-kG3qg,video,RxlSl-kG3qg,We Are So Blessed | Acacia Kersey,acaciacutie,385826,27095
video_lzuWvKn80V8,video,lzuWvKn80V8,If your reflection were honest,AnthonyPadilla,267038,24048
video_nranUeNkXpM,video,nranUeNkXpM,CHRISTMAS IS HERE! — A Bad Lip Reading of Donald T,Bad Lip Reading,918375,46147
video_HhGJBBPVpqQ,video,HhGJBBPVpqQ,#DisneyParksLIVE: Super Bowl Celebration | Walt Di,Disney Parks,38824,380
video_oxd0unpN_Hw,video,oxd0unpN_Hw,Kane Brown - Setting the Night On Fire,KaneBrownVEVO,326959,8091
video_zFuOksI6AVg,video,zFuOksI6AVg,The Shape of Water - Movie Review,Chris Stuckmann,196182,9739
video_MaTSyJDoxPo,video,MaTSyJDoxPo,Valentine's Day OMBRÉ Heart Cake | Cupcake Jemma,CupcakeJemma,154665,5394
video_GYLBjScgb7o,video,GYLBjScgb7o,"THE FURBY ORGAN, A MUSICAL INSTRUMENT MADE FROM FU",LOOK MUM NO COMPUTER,1711933,44557
video_LU86T12xBQQ,video,LU86T12xBQQ,Artist Vs. Designer: DIY Prom Dress,As/Is,773032,20796
video__fVUX6-7VKE,video,_fVUX6-7VKE,"7.9 earthquake hits near Kodiak, AK",Fox News,795360,4989
video_v8VMdSQL50w,video,v8VMdSQL50w,"Jane Fonda And Lily Tomlin On ‘Grace And Frankie,’",TODAY,45944,442
video_er2kQ21ZTG0,video,er2kQ21ZTG0,WEARING GOODWILL TO NEW YORK FASHION WEEK,DamonAndJo,59747,4533
video_WyZz9muaKFc,video,WyZz9muaKFc,I Got 99 Problems But Being A Girl Ain't One! DIY ,Blossom,17431633,101401
video_4ZO-jde2smo,video,4ZO-jde2smo,Grace VanderWaal Watches Fan Covers On YouTube | G,Glamour Magazine,601482,21672
video_zS5-hxARjJo,video,zS5-hxARjJo,Galaxy Mirror Glaze Cake: Behind Tasty,Tasty,1398600,34410
video_F1b5ouja_VI,video,F1b5ouja_VI,Markiplier Makes: Breakfast,Markiplier,691648,40362
video_kzFHjyysXr0,video,kzFHjyysXr0,Embarrassing Vision Boards From Our Past (ft. Jenn,IISuperwomanII,961346,77731
video_GveWDLBmc8Y,video,GveWDLBmc8Y,I Built The Boring Company Flamethrower!,So I Had This Idea...,97217,1271
video_gm5P74vcB84,video,gm5P74vcB84,Casually Laser-Exposing 0.2 mm PCB features on a 3,Marco Reps,39115,1423
video_YVfyYrEmzgM,video,YVfyYrEmzgM,How does your body know you're full? - Hilary Coll,TED-Ed,297147,10410
video_T2aJzwAeA9Y,video,T2aJzwAeA9Y,Ronda Rousey demands an apology from Stephanie McM,WWE,3897800,43779
video_Bn02bclCu5A,video,Bn02bclCu5A,Star Wars Episode IX Story Pitched By JJ Abrams - ,ColliderVideos,123530,2421
video_8bn9OBHoO0k,video,8bn9OBHoO0k,"Dennis Edwards, Temptations Lead Singer, Dead At 7",CBS Chicago,27178,242
video_REbjfHF0N0s,video,REbjfHF0N0s,Meng Jia & Jackson Wang (孟佳 & 王嘉尔）- MOOD Official ,Banana Culture Music,1378937,78042
video_Q3jege0p0dQ,video,Q3jege0p0dQ,Marc Spelmann gets the first Golden Buzzer of 2018,Britain's Got Talent,3585629,115796
video_Qcj15vHJTtk,video,Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,5186618,50779
video_UYDAgS2Mr6M,video,UYDAgS2Mr6M,Mathew Knowles,Wendy Williams,380458,5404
video_amtC28yfYCM,video,amtC28yfYCM,Mindy Kaling Is Mad She Wasn't Invited to the Roya,The Tonight Show Starring Jimm,303920,4269
video_0gwkMY-mzUQ,video,0gwkMY-mzUQ,Demi Lovato & Luis Fonsi - Echame La Culpa (Teaser,Demi Lovato,531746,32749
video_1qKBNKtzTWg,video,1qKBNKtzTWg,Outback Bowl is January 1st,Outback Steakhouse,9630,12
video_dwEKqAwoz0Y,video,dwEKqAwoz0Y,"Take Sam to Church | December 20, 2017 Act 3 | Ful",Full Frontal with Samantha Bee,512801,7228
video_ondQYFBvk6M,video,ondQYFBvk6M,Summit of Hawaii's Kilauea volcano erupts,CNN,1300551,7346
video_wc4v9uT6GWc,video,wc4v9uT6GWc,Country Music Hall of Famer Mel Tillis has died,USA TODAY,24606,179
video_Txlk7PiHaGk,video,Txlk7PiHaGk,Imagine Dragons - Next To Me,ImagineDragonsVEVO,5161538,290559
video_ys6KVWA4okw,video,ys6KVWA4okw,Will It Slip-N-Slide? (EXPERIMENT),Good Mythical Morning,1694648,46641
video_TjXQzRWmb_I,video,TjXQzRWmb_I,Destination Wedding Trailer #1 (2018) | Movieclips,Movieclips Trailers,3559290,46698
video_e0hO5fTGwPY,video,e0hO5fTGwPY,U.S. v. Whistleblower Tom Drake,CBS News,45642,445
video_Ev23TV62k08,video,Ev23TV62k08,IF MOVIES WERE GENDER SWAPPED,Smosh,719145,34432
video_Uv2LvQ0FEvo,video,Uv2LvQ0FEvo,Music is Magic,Poppy,246381,12418
video_KQkkgD2p3Ow,video,KQkkgD2p3Ow,U2 - American Soul (Lyric Video),U2VEVO,383461,7460
video_7J4nN0Te9m8,video,7J4nN0Te9m8,Butterflies,Kacey Musgraves - Topic,30096,589
video_ZqOtqz8bSDk,video,ZqOtqz8bSDk,10 Things Jimmy Butler Can't Live Without | GQ,GQ,758005,14203
video_Bzji05zubSc,video,Bzji05zubSc,2017 Miss Universe National Costume Show,Miss Universe,437779,3257
video_fzmM0AB60QQ,video,fzmM0AB60QQ,Lost in Space | Official Trailer [HD] | Netflix,Netflix,2715466,36730
video_jyUNW5p8Yno,video,jyUNW5p8Yno,Classic Game Enthusiast's DREAM?,Linus Tech Tips,259646,8577
video_TfiVD2_Quy4,video,TfiVD2_Quy4,LIVE Hosting SpaceX GovSat-1/SES-16,Everyday Astronaut,57561,1656
video_h-h5Mhlt6O0,video,h-h5Mhlt6O0,iMac Pro: 1 Week Impressions!,Marques Brownlee,1802247,81886
video_oRArmtMA9AI,video,oRArmtMA9AI,Marshmello - FLY (Official Music Video),Marshmello,4787890,253417
video_WIV3xNz8NoM,video,WIV3xNz8NoM,Cobra Kai Season 2,Cobra Kai,957976,31032
video_kD-_iyS95AQ,video,kD-_iyS95AQ,History of TV Theme Songs with Will Smith,The Tonight Show Starring Jimm,5015200,64858
video_mHd8Ug4ljN4,video,mHd8Ug4ljN4,Broadway's 'Frozen' cast performs 'For the First T,Good Morning America,713619,13064
video_S0eLwrrTBlc,video,S0eLwrrTBlc,Oh What a Feeling. Toyota! 1982,Kevin Noonan,13630,42
video_iNT-tPrz4OM,video,iNT-tPrz4OM,Footage of how Tom Cruise broke his ankle while fi,BBC,451523,3606
video_GStMSkhmYEs,video,GStMSkhmYEs,"INDIAN STREET FOOD Tour DEEP in PUNJAB, INDIA | BE",The Food Ranger,735271,20786
video_PeYARbPHcvk,video,PeYARbPHcvk,Solve Mysteries with Detective Pikachu!,The Official Pokémon YouTube C,439372,17772
video_uSTNyHkde08,video,uSTNyHkde08,Why isn't the world covered in poop? - Eleanor Sla,TED-Ed,543182,16816
video_BQC09Mdn24w,video,BQC09Mdn24w,THANKSGIVING SLAY MAKEUP TUTORIAL,James Charles,204520,17520
video_6gFj1XJ6b5o,video,6gFj1XJ6b5o,CALLING OUT OLYMPIC CHAMPIONS!?  {Press Up Challen,Nile Wilson,327906,12955
video_894rSubVE5E,video,894rSubVE5E,GUESS THAT SONG CHALLENGE: Oscar Winning Songs (ft,REACT,829743,16182
video_GeF_5qo00Uw,video,GeF_5qo00Uw,The House with a Clock in its Walls Trailer #1 (20,Movieclips Trailers,1305238,16089
video_8Ojf1RVqRn4,video,8Ojf1RVqRn4,Rise - Super Bowl Commercial,Rise,23819,128
video_T1B1CxmAXLk,video,T1B1CxmAXLk,LIFE OF THE PARTY - Official Trailer 1,Warner Bros. Pictures,2523415,8717
video_6EHbZKLkeMg,video,6EHbZKLkeMg,Laura Govan Addresses Rumors Of Pregnancy & Affair,Breakfast Club Power 105.1 FM,153924,1130
video_UelDrZ1aFeY,video,UelDrZ1aFeY,The Beatles - Something,TheBeatlesVEVO,300775,18859
video_bcPTiiiYDs8,video,bcPTiiiYDs8,How pi was almost 6.283185...,3Blue1Brown,296379,11255
video_WKcYTvyoidw,video,WKcYTvyoidw,Parenting Habits That Could Keep Children From Suc,Business Insider,44313,1073
video_FBhVIhmh_N8,video,FBhVIhmh_N8,Sister Circle Live | Dutchess Lattimore Exclusive,Sister Circle Live,157142,3217
video_xPsEiZAOb_I,video,xPsEiZAOb_I,GIVING AWAY MY YOUTUBE ADSENSE,Caspar,289976,40973
video_4cXsgT3ZcL8,video,4cXsgT3ZcL8,Black Girls React to Tarte Shape Tape Foundation |,Jackie Aina,1802838,110360
video_56XbwQ59GbA,video,56XbwQ59GbA,Attack of the SHONGOLOLO!,Brave Wilderness,511809,15084
video_Kf2-86o5S1o,video,Kf2-86o5S1o,Film Theory: The Bee Movie LIED To You!,The Film Theorists,5058013,127499
video_kA66nAvEEII,video,kA66nAvEEII,Stephen A. shares theory on why Spurs' Kawhi Leona,ESPN,707341,4881
video_3ChgRbqGi-E,video,3ChgRbqGi-E,Kygo - Stranger Things ft. OneRepublic,KygoOfficialVEVO,3308845,141399
video_4Uhe7pNqCFo,video,4Uhe7pNqCFo,Running Through Glass in Slow Motion,The Slow Mo Guys,1414582,57401
video_C_SJgw5MVFY,video,C_SJgw5MVFY,MisterWives - Oh Love,MisterWivesVEVO,21439,1605
video_s_LxZx42sIk,video,s_LxZx42sIk,What are mini brains? - Madeline Lancaster,TED-Ed,154748,7473
video_wAQ7autd61g,video,wAQ7autd61g,The Final Countdown - Europe (Vintage Cabaret Cove,PostmodernJukebox,491961,16979
video_BHloD113J54,video,BHloD113J54,Young King - Black Panther Jaden Smith Parody (Ner,Nerdist,60902,3650
video_aTvw9_dxBlk,video,aTvw9_dxBlk,Jim Nabors dead at 87 (Thursday noon breaking repo,WTHR,32221,161
video_gAcvbGuqG0Q,video,gAcvbGuqG0Q,Cam - Diane (Official Music Video),CamVEVO,351086,5513
video_425M4M3Opkk,video,425M4M3Opkk,Christopher Robin Official Teaser Trailer,Disney Movie Trailers,6768054,138079
video_5VGxDEh3F0g,video,5VGxDEh3F0g,Iron Man: How It All Began,ScreenPrism,56072,2787
video_NZxVghfY6dk,video,NZxVghfY6dk,Troy: Fall Of A City | Official Trailer [HD] | Net,Netflix,605483,5634
video_ssk48FCVolk,video,ssk48FCVolk,Drop the Mic: Seth Rogen vs Joseph Gordon-Levitt -,TBS,1331964,17725
video_2nSXgn68gPQ,video,2nSXgn68gPQ,Samsung's Galaxy S9 event: Watch CNET's live cover,CNET,117924,1262
video_I8TVdFbFMg4,video,I8TVdFbFMg4,BEST Black Friday Tech Deals 2017!,UrAvgConsumer,259918,9228
video_c835XURBeLQ,video,c835XURBeLQ,Giving my 13 year old niece the 'emo phase',Tom Harlock,294794,20331
video_9reizHjwuNY,video,9reizHjwuNY,WHAT IS THIS LINE? (on my Super Blue Blood Moon Ph,SmarterEveryDay,698580,26812
video_rYzLh2QuraQ,video,rYzLh2QuraQ,Match the Dog to Their Owner - Lineup,Cut,1682367,57854
video_4VDylTCCzOY,video,4VDylTCCzOY,Adam and Jenna's - Freestyle – Dancing with the St,Dancing With The Stars,325214,2365
video_jsnyz__pc5M,video,jsnyz__pc5M,Chloe x Halle - The Kids Are Alright - Official Mu,Chloe x Halle,164771,12146
video_-El8z4uy5Ac,video,-El8z4uy5Ac,The Best Movie Hell to End Up In - After Hours,Cracked,639982,16519
video__odvYvbW9VM,video,_odvYvbW9VM,REAL CHICAGO DEEP DISH PIZZA = Pizza of Heaven!?,JOLLY,614802,10422
video_1h7KV2sjUWY,video,1h7KV2sjUWY,True Facts : Ant Mutualism,zefrank1,988810,58038
video_rYcnh7hXOjE,video,rYcnh7hXOjE,Why old buildings use the same leaf design,Vox,790583,15349
video_dEs6-IfOGbw,video,dEs6-IfOGbw,"Mexican STREET FOOD Tour in Oaxaca, Mexico | BEST ",The Food Ranger,746367,14340
video_rZQepOFnYi8,video,rZQepOFnYi8,BEST REACTION EVER! - Mickey and Minnie at Drive-T,Brian Hull,1162341,29484
video_m7lFyINZlBs,video,m7lFyINZlBs,Cardi B Confirms Pregnancy,Wendy Williams,1048231,9906
video_XzzQL96yAwE,video,XzzQL96yAwE,Love at First Sight,Studio C,502559,13383
video_hiGqKwy4yM0,video,hiGqKwy4yM0,Charli XCX - Backseat (feat. Carly Rae Jepsen) [Of,officialcharlixcx,210114,5845
video_46KwY26PeOs,video,46KwY26PeOs,Occupied - Cyanide & Happiness Shorts,ExplosmEntertainment,1346784,48342
video_p1jllz43xZE,video,p1jllz43xZE,Ellie Kemper and Mindy Kaling Reminisce About The ,Late Night with Seth Meyers,473884,4665
video_zNqSvg5qwGw,video,zNqSvg5qwGw,Sharon Stone on second chances,CBS Sunday Morning,466046,1264
video_tEnCoocmPQM,video,tEnCoocmPQM,Halsey - Sorry,HalseyVEVO,5332396,283092
video_Up09AUDzLVI,video,Up09AUDzLVI,I Invented a Real Gravy Train,William Osman,286704,10933
video_rzVJrBOsf0M,video,rzVJrBOsf0M,How to Make a Ping Pong Table // Collab with Evan ,I Like To Make Stuff,233758,6806
video_QFfEtKvXMAs,video,QFfEtKvXMAs,Niall Horan - Too Much To Ask (Acoustic),NiallHoranVEVO,419341,53572
video__wNZbgBPz1Q,video,_wNZbgBPz1Q,Thanos has a great plan,Jenny Nicholson,405093,19903
video_ife5Zij94_E,video,ife5Zij94_E,Evanescence - Together Again (Official Audio),EvanescenceVEVO,333536,14759
video_pqzopUurZPc,video,pqzopUurZPc,Fox and Owl Face Off || ViralHog,ViralHog,341197,1549
video_hahlygBa6yQ,video,hahlygBa6yQ,vegan eggs benedict *hunger warning*,Julien Solomita,219772,18187
video_kxkrdLI6e6M,video,kxkrdLI6e6M,How Dark Patterns Trick You Online,Nerdwriter1,583970,37091
video_7uvxjNut1gk,video,7uvxjNut1gk,QUARTZ – The World's First Self-Cleaning Water Bot,QUARTZ,65821,34
video_fKuxh0E9mSI,video,fKuxh0E9mSI,CHVRCHES - My Enemy ft. Matt Berninger,ChvrchesVEVO,266452,8143
video_lBbSzQXQknw,video,lBbSzQXQknw,And the WINNER of Britain’s Got Talent 2018 is... ,Britain's Got Talent,4678751,53469
video_BlHVpQfxJt4,video,BlHVpQfxJt4,DIY POCKY - VERSUS 東京 ft. Simon & Martina,HellthyJunkFood,273204,8901
video_6VrqR_GfvzE,video,6VrqR_GfvzE,björk: arisen my senses,Björk,150724,8266
video_jCb-WcxO5SU,video,jCb-WcxO5SU,If Commercials were Real Life - Daytona 500/Apple ,Zebra Corner,1829190,58846
video_8fbyfDbi-MI,video,8fbyfDbi-MI,Lift Yourself,Kanye West - Topic,3667159,87776
video_phXTecbj6NI,video,phXTecbj6NI,Hollywood Medium Connects Me With My Late Mom (360,Gigi Gorgeous,177288,5253
video_0EPY1CKFecs,video,0EPY1CKFecs,The True Messed Up Story of Pocahontas,CollegeHumor,2441222,58980
video_TM42O6kYbI8,video,TM42O6kYbI8,Why the Oscars love method actors,Vox,356363,9666
video_5llHhbYjBwY,video,5llHhbYjBwY,Markelle Fultz Makes His Return To The Court!,NBA,219523,3683
video_V5cOvyDpWfM,video,V5cOvyDpWfM,Fergie Performs The U.S. National Anthem / 2018 NB,MLG Highlights,14647590,32892
video__oZIbFolJTw,video,_oZIbFolJTw,RGB Pixel Christmas Tree,VOsprey22,3137,24
video___-22AJoFxY,video,__-22AJoFxY,The Vamps - Same To You (Acoustic),TheVampsVEVO,270838,31167
video_YvEGAcgpwqQ,video,YvEGAcgpwqQ,Grab Your Partner | Kevin Hart: What The Fit | Lau,LOL Network,181782,5659
video_BOKzXQdA4Nw,video,BOKzXQdA4Nw,ISLE OF DOGS | Cast Interviews | FOX Searchlight,FoxSearchlight,406130,6025
video_fGHOLz35L8M,video,fGHOLz35L8M,Yellow Labrador dumped after being used for breedi,Hope For Paws - Official Rescu,564515,26005
video_pFc6I0rgmgY,video,pFc6I0rgmgY,BLACKkKLANSMAN - Official Trailer [HD] - In Theate,Focus Features,5249452,35844
video_lJmDmfQOWVw,video,lJmDmfQOWVw,BECOMING ADAM RIPPON // Grace Helbig,Grace Helbig,138097,8821
video_r-8NzNW6mXs,video,r-8NzNW6mXs,Meet the World’s Most Terrifying Caterpillar,SciShow,305623,10184
video_xf4iv4ic70M,video,xf4iv4ic70M,GOOGLE PICKS MY MAKEUP CHALLENGE! Carli Bybel,Carli Bybel,537376,23409
video_fcVjitaM3LY,video,fcVjitaM3LY,78557 and Proth Primes - Numberphile,Numberphile,80705,4687
video_Nl0iGMkxwcc,video,Nl0iGMkxwcc,The Sibling Rivalry Behind Adidas Versus Puma,Great Big Story,144823,4626
video_7OsFH1XBUG8,video,7OsFH1XBUG8,What Will Fire Crackers Do in Gasoline?,The King of Random,1475727,20443
video_Oc27GxSD_bI,video,Oc27GxSD_bI,How I broke a wine glass with my voice (using scie,Physics Girl,140445,9466
video_MKc22HuE_94,video,MKc22HuE_94,Ellen Looks Back at Her Favorite Pranks,TheEllenShow,577033,10584
video_K5lmXgKi6V0,video,K5lmXgKi6V0,"Sandra Bullock, Sarah Paulson & Awkwafina's Secret",The Late Late Show with James ,216239,4542
video_H-WEhug-up8,video,H-WEhug-up8,Homeless Cats,AaronsAnimals,1283463,34903
video_kUosDBUjq5A,video,kUosDBUjq5A,LUXURIOUS All You Can Eat BUFFET in Mumbai India!,Strictly Dumpling,290559,9156
video_QBzQeyHh0i8,video,QBzQeyHh0i8,Victoria Beckham Says Yes to a Spice Girls Carpool,The Late Late Show with James ,631623,8100
video_Wk6Z7HLpx8s,video,Wk6Z7HLpx8s,"Magnitude 8.2 earthquake strikes Alaska, tsunami w",ABC Action News,1019354,6653
video__YSVbM1saXM,video,_YSVbM1saXM,2017 Hit Songs Siblings Dance | Ranz and Niana,Ranz Kyle,1034042,79963
video_JlcJaCS4BPM,video,JlcJaCS4BPM,Silence Breakers: Women Affected By Sexual Miscond,TODAY,24397,227
video_5XUwdZkM6N8,video,5XUwdZkM6N8,MY FACE CHART RECREATION! | MILK1422,LustreLux,137034,8598
video_vug4bROR79I,video,vug4bROR79I,Cleveland Cavaliers vs Toronto Raptors Full Game H,MLG Highlights,2707990,13369
video_qF7SRQFd49E,video,qF7SRQFd49E,Anderson Cooper’s tribute to his friend Anthony Bo,CNN,2697565,36029
video_PzcaR1N0pTI,video,PzcaR1N0pTI,Mary Poppins Returns Official Teaser Trailer,Disney Movie Trailers,3141764,57674
video_lJkXbzQPIkM,video,lJkXbzQPIkM,WHAT'S THE BEST HOLIDAY GIFT?/ GABY & ALLISON,Just Between Us,61757,3882
