source,target,edge_type,weight
user_204324,video_dbMtuJ1tZnc,watch,0.1
user_204324,video_gAcvbGuqG0Q,watch,0.1
user_204324,video_56XbwQ59GbA,watch,0.1
user_204324,video_DV1OqgHb3jc,watch,0.1
user_204324,video_phXTecbj6NI,watch,0.1
user_204324,video_Evz-ZQC8wss,watch,0.1
user_204324,video_uA8GdJJqz_s,watch,0.1
user_204324,video_7J4nN0Te9m8,watch,0.1
user_431026,video_7J4nN0Te9m8,watch,0.1
user_431026,video_tUbky9YzPZY,watch,0.1
user_431026,video_sJzWZ1yXpek,watch,0.1
user_431026,video_9POblaMln4Q,watch,0.1
user_431026,video_nk3a7zq84Co,watch,0.1
user_181680,video_o7Ax6SRTGks,watch,0.1
user_181680,video_rYzLh2QuraQ,watch,0.1
user_181680,video_ijUK3z5rt5s,watch,0.1
user_181680,video_4ZO-jde2smo,watch,0.1
user_181680,video_5llHhbYjBwY,watch,0.1
user_181680,video_S-4rhjO6xYg,watch,0.1
user_181680,video_gm5P74vcB84,watch,0.1
user_181680,video_jCb-WcxO5SU,watch,0.1
user_10140,video_VH-DA0YgHHU,watch,0.1
user_10140,video_MaTSyJDoxPo,watch,0.1
user_10140,video_lzuWvKn80V8,watch,0.1
user_10140,video_fNVUTgd4pio,watch,0.1
user_10140,video_ZcCp7488puc,watch,0.1
user_10140,video_7J4nN0Te9m8,watch,0.1
user_10140,video_SkcucKDrbOI,watch,0.1
user_160414,video_-C5q3oir8gA,watch,0.1
user_160414,video_bcPTiiiYDs8,watch,0.1
user_160414,video_gm5P74vcB84,watch,0.1
user_160414,video_Oc27GxSD_bI,watch,0.1
user_160414,video_TTogFxTu_vA,watch,0.1
user_160414,video_zPJl2e38S4g,watch,0.1
user_160414,video_n6gD02uqx5Q,watch,0.1
user_160414,video_5XUwdZkM6N8,watch,0.1
user_242843,video_OAGfx7eB3gA,watch,0.1
user_242843,video_GveWDLBmc8Y,watch,0.1
user_242843,video_Pymm6cmE9uQ,watch,0.1
user_242843,video_SPD1v_8RQUY,watch,0.1
user_242843,video_HOxylh5runs,watch,0.12708015539317152
user_242843,video_YvEGAcgpwqQ,watch,0.1
user_242843,video_mhog9LEMCDY,watch,0.1
user_242843,video_894rSubVE5E,watch,0.1
user_176400,video_rYcnh7hXOjE,watch,0.1
user_176400,video__fVUX6-7VKE,watch,0.1
user_176400,video_lrWRy9BBp-c,watch,0.1
user_176400,video_o7iL2KzDh38,watch,0.1
user_176400,video_Txlk7PiHaGk,watch,0.1
user_176400,video_MaTSyJDoxPo,watch,0.1
user_176400,video_xYtsL9znopI,watch,0.1
user_176400,video_cgYHbIEZWW8,watch,0.1
user_176400,video_7J4nN0Te9m8,watch,0.1
user_27408,video_IU-Fo-QEpOI,watch,0.1
user_27408,video_ZcCp7488puc,watch,0.1
user_27408,video_5y0ARoVF6Qg,watch,0.1
user_27408,video_puqaWrEC7tY,watch,0.1
user_27408,video_fKuxh0E9mSI,watch,0.1
user_27408,video_DV1OqgHb3jc,watch,0.1
user_27408,video_mHd8Ug4ljN4,watch,0.1
user_27408,video_4HX6R88QZB0,watch,0.1
user_27408,video_S-4rhjO6xYg,watch,0.1
user_488620,video_SMvZa784oow,watch,0.1
user_488620,video_af6L1jBZGYA,watch,0.1
user_488620,video_7OsFH1XBUG8,watch,0.1
user_488620,video_nranUeNkXpM,watch,0.1
user_488620,video_jCb-WcxO5SU,watch,0.1
user_488620,video_6Nr_xHolP1Q,watch,0.1
user_488620,video_DMlITdf3w-o,watch,0.1
user_488620,video_rZQepOFnYi8,watch,0.1
user_601776,video_tpa4kp4lK60,watch,0.1
user_601776,video_er2kQ21ZTG0,watch,0.1
user_601776,video_CVPp5FtQN8E,watch,0.1
user_601776,video_ulCdoCfw-bY,watch,0.1
user_601776,video_F1b5ouja_VI,watch,0.1
user_601776,video_8Ojf1RVqRn4,watch,0.1
user_601776,video_oyC4lLTOyL8,watch,0.1
user_601776,video_9JBKuNrd5m8,watch,0.1
user_601776,video_pl-DjiO8das,watch,0.10419187086241292
user_601776,video_amtC28yfYCM,watch,0.1
user_51500,video_q260bjSiyq0,watch,0.1
user_51500,video__oZIbFolJTw,watch,0.1
user_51500,video_UZ47aQFp2TQ,watch,0.1
user_51500,video___1SjDrSMik,watch,0.10737595028861723
user_51500,video__odvYvbW9VM,watch,0.1
user_51500,video_WCKG9J1d5iE,watch,0.1
user_51500,video_al2l6YLt7cg,watch,0.12510187570715922
user_51500,video__6lGaYh71g4,watch,0.1
user_247123,video_zNZJNlx4P80,watch,0.1
user_247123,video_HbKnEQdCjGg,watch,0.1
user_247123,video_hahlygBa6yQ,watch,0.1
user_247123,video_D6Oy4LfoqsU,watch,0.1
user_247123,video_4VDylTCCzOY,watch,0.1
user_247123,video_QXcbVHFE2bo,watch,0.1
user_247123,video_ryr75N0nki0,watch,0.1
user_170810,video_ondQYFBvk6M,watch,0.1
user_170810,video_86ysRAffCpI,watch,0.1
user_170810,video_af6L1jBZGYA,watch,0.1
user_170810,video_BHloD113J54,watch,0.1
user_170810,video_V5cOvyDpWfM,watch,0.1
user_170810,video_kUosDBUjq5A,watch,0.1
user_170810,video_LU86T12xBQQ,watch,0.1
user_170810,video_TjXQzRWmb_I,watch,0.1
user_170810,video_CVPp5FtQN8E,watch,0.1
user_170810,video_C_SJgw5MVFY,watch,0.1
user_64997,video_JRocY48P0qA,watch,0.1
user_64997,video_425M4M3Opkk,watch,0.1
user_64997,video_QFfEtKvXMAs,watch,0.1277528312280459
user_64997,video_y_WoOYybCro,watch,0.1
user_64997,video__vrcsnkXCI8,watch,0.1
user_7688,video_OBOm_jatVCI,watch,0.1
user_7688,video_FlsCjmMhFmw,watch,0.1
user_7688,video_e_7zHm7GsYc,watch,0.1
user_7688,video_QBzQeyHh0i8,watch,0.1
user_7688,video_5VGxDEh3F0g,watch,0.1
user_7688,video_6VrqR_GfvzE,watch,0.1
user_7688,video_9JBKuNrd5m8,watch,0.1
user_7688,video_HgknAaKNaMM,watch,0.1
user_7688,video_8jp3SxojXpU,watch,0.1
user_7688,video_kxkrdLI6e6M,watch,0.1
user_172975,video_dbMtuJ1tZnc,watch,0.1
user_172975,video_PZxyNX8J7Y4,watch,0.1
user_172975,video_H7gh2fmdjCU,watch,0.1
user_172975,video_96oKlWv5wSo,watch,0.1
user_172975,video_KORiXf-u21Y,watch,0.1
user_172975,video_lYtllIKb70M,watch,0.1
user_172975,video_6Nr_xHolP1Q,watch,0.1
user_4324,video_SkcucKDrbOI,watch,0.1
user_4324,video_JANApS0P4z8,watch,0.1
user_4324,video_1qKBNKtzTWg,watch,0.1
user_4324,video_C-DfipidnOE,watch,0.1
user_4324,video_oRArmtMA9AI,watch,0.1
user_4324,video_rzVJrBOsf0M,watch,0.1
user_4324,video_VYOjWnS4cMY,watch,0.1
user_4324,video_K0u_kAWLJOA,watch,0.1
user_194084,video_p-OCfiglZRQ,watch,0.1
user_194084,video_Kf2-86o5S1o,watch,0.1
user_194084,video_6Nr_xHolP1Q,watch,0.1
user_194084,video_s_LxZx42sIk,watch,0.1
user_194084,video_rzVJrBOsf0M,watch,0.1
user_194084,video_iZUfPIKbgUM,watch,0.1
user_606793,video_BQC09Mdn24w,watch,0.1
user_606793,video_UZ47aQFp2TQ,watch,0.1
user_606793,video_FlsCjmMhFmw,watch,0.1
user_606793,video_aEM2kOrrNJI,watch,0.1
user_606793,video_ssk48FCVolk,watch,0.1
user_606793,video_YfOHh5mt9SM,watch,0.10204545454545455
user_606793,video_qZHycHI3F1Q,watch,0.1
user_606793,video_1purAy2MsOc,watch,0.1
user_181853,video_lBHPVE3AI6Y,watch,0.1
user_181853,video_y_WoOYybCro,watch,0.1
user_181853,video_zNqSvg5qwGw,watch,0.1
user_181853,video_Ev23TV62k08,watch,0.1
user_181853,video_XCrJ3NflOpE,watch,0.1
user_9171,video_nZM9Ko806Bg,watch,0.1
user_9171,video_xYtsL9znopI,watch,0.1
user_9171,video_894rSubVE5E,watch,0.1
user_9171,video_7aRxsmfBDI0,watch,0.1
user_9171,video_2nSXgn68gPQ,watch,0.1
user_169237,video_pqzopUurZPc,watch,0.1
user_169237,video_LC3fWTXZXxE,watch,0.1
user_169237,video_ZcCp7488puc,watch,0.1
user_169237,video_n5IdKE3rhII,watch,0.1
user_169237,video_4L-BPQVZYXM,watch,0.1
user_169237,video_4HX6R88QZB0,watch,0.1
user_169237,video_MaTSyJDoxPo,watch,0.1
user_169237,video_t1shnJT8NCY,watch,0.1
user_511549,video_6Nr_xHolP1Q,watch,0.1
user_511549,video_mHd8Ug4ljN4,watch,0.1
user_511549,video_lYtllIKb70M,watch,0.1
user_511549,video_iNT-tPrz4OM,watch,0.1
user_511549,video_SPJsPQBnA2s,watch,0.1
user_511549,video_lBbSzQXQknw,watch,0.1
user_456141,video_FITSPSA8gQs,watch,0.1
user_456141,video_rYcnh7hXOjE,watch,0.1
user_456141,video_NjMd89dggAk,watch,0.1
user_456141,video_5TbUxGZtwGI,watch,0.1
user_456141,video_AFbu21AGSho,watch,0.1
user_456141,video_oRArmtMA9AI,watch,0.1
user_456141,video__wNZbgBPz1Q,watch,0.1
user_38361,video_D2mxKEa2xmA,watch,0.1
user_38361,video_4cXsgT3ZcL8,watch,0.1
user_38361,video_7OsFH1XBUG8,watch,0.1
user_38361,video_WyZz9muaKFc,watch,0.1
user_38361,video_AV5TOlGFHk0,watch,0.1
user_38361,video_qF7SRQFd49E,watch,0.1
user_38361,video_6Y65fxIRs8Q,watch,0.1
user_38361,video_NWOz3OZ6J9M,watch,0.1
user_38361,video_X9Qh8vsSE-c,watch,0.1
user_38361,video_NZxVghfY6dk,watch,0.1
user_235238,video_s_LxZx42sIk,watch,0.1
user_235238,video_LC3fWTXZXxE,watch,0.1
user_235238,video_tEnCoocmPQM,watch,0.1
user_235238,video_WCKG9J1d5iE,watch,0.1
user_235238,video__oZIbFolJTw,watch,0.1
user_235238,video_WyZz9muaKFc,watch,0.1
user_212210,video_Up09AUDzLVI,watch,0.1
user_212210,video_1purAy2MsOc,watch,0.1
user_212210,video_aTvw9_dxBlk,watch,0.1
user_212210,video_1RZYOeQeIXE,watch,0.1
user_212210,video_9reizHjwuNY,watch,0.1
user_212210,video_LnA7Au-DLUM,watch,0.1
user_212210,video_tP214lJtKlM,watch,0.1
user_212210,video_pl-DjiO8das,watch,0.10419187086241292
user_212210,video_2in8XqiElwc,watch,0.1
user_212210,video_PeYARbPHcvk,watch,0.1
user_94964,video_pFc6I0rgmgY,watch,0.1
user_94964,video_MSzytvDsPfo,watch,0.1
user_94964,video_OBOm_jatVCI,watch,0.1
user_94964,video_SPJsPQBnA2s,watch,0.1
user_94964,video__PgMjA4x3rE,watch,0.1
user_94964,video_Oc27GxSD_bI,watch,0.1
user_94964,video_VH-DA0YgHHU,watch,0.1
user_23403,video_hB07EJhMBRs,watch,0.1
user_23403,video_MSzytvDsPfo,watch,0.1
user_23403,video_ys6KVWA4okw,watch,0.1
user_23403,video_80L97nV_vQc,watch,0.1
user_23403,video_1qKBNKtzTWg,watch,0.1
user_23403,video_zS5-hxARjJo,watch,0.1
user_181087,video_-xAMnJgc3oA,watch,0.1
user_181087,video_-BDImdAfodA,watch,0.1
user_181087,video_MSzytvDsPfo,watch,0.1
user_181087,video_SPJsPQBnA2s,watch,0.1
user_181087,video_Oc27GxSD_bI,watch,0.1
user_181087,video_zNZJNlx4P80,watch,0.1
user_181087,video_nk3a7zq84Co,watch,0.1
user_285112,video_al2l6YLt7cg,watch,0.12510187570715922
user_285112,video_Zn99TMv0vac,watch,0.1
user_285112,video_WCKG9J1d5iE,watch,0.1
user_285112,video_9POblaMln4Q,watch,0.1
user_285112,video_zNqSvg5qwGw,watch,0.1
user_285112,video___-22AJoFxY,watch,0.11507617099520746
user_285112,video_p1jllz43xZE,watch,0.1
user_285112,video_D6Oy4LfoqsU,watch,0.1
user_439107,video_80L97nV_vQc,watch,0.1
user_439107,video_OBOm_jatVCI,watch,0.1
user_439107,video_NjMd89dggAk,watch,0.1
user_439107,video_q260bjSiyq0,watch,0.1
user_439107,video_lOz7cPJQd8E,watch,0.1
user_439107,video_wc4v9uT6GWc,watch,0.1
user_439107,video_-o7zywbiFVI,watch,0.1
user_439107,video_Hgc2njyY4Rs,watch,0.1
user_439107,video_hBvcngHRTFg,watch,0.1
user_117095,video_MKc22HuE_94,watch,0.1
user_117095,video_46KwY26PeOs,watch,0.1
user_117095,video_r2ys-AimNbE,watch,0.1
user_117095,video_6gFj1XJ6b5o,watch,0.1
user_117095,video_6Nr_xHolP1Q,watch,0.1
user_117095,video_ssk48FCVolk,watch,0.1
user_117095,video_YF6xzqOfCD8,watch,0.1
user_117095,video_prmQgSpV3fA,watch,0.1
user_117095,video_p1jllz43xZE,watch,0.1
user_117095,video_S-4rhjO6xYg,watch,0.1
video_D_CZ8v9uZJY,video_SMvZa784oow,similar,0.5
video_D_CZ8v9uZJY,video_hbcH02YynOA,similar,0.5
video_SMvZa784oow,video_hbcH02YynOA,similar,0.5
video_Xpv-sEKl1B4,video_WKcYTvyoidw,similar,0.5
video_Xpv-sEKl1B4,video_Xpv-sEKl1B4,similar,0.5
video_WKcYTvyoidw,video_Xpv-sEKl1B4,similar,0.5
video_CvkOWb1U-LI,video_CvkOWb1U-LI,similar,0.5
video_pMpQABKlC-I,video_kzFHjyysXr0,similar,0.5
video_U7x9pTb9Lwg,video_lYtllIKb70M,similar,0.5
video_96oKlWv5wSo,video_kUosDBUjq5A,similar,0.5
video_ODLwIlXK-9o,video_TTogFxTu_vA,similar,0.5
video_b03U6BYF9L0,video_yDiXQl7grPQ,similar,0.5
video_kce9FMxx-04,video_iNT-tPrz4OM,similar,0.5
video_fJe0cmOvM94,video_rYzLh2QuraQ,similar,0.5
video_ic1kMoM_kPw,video_lOz7cPJQd8E,similar,0.5
video_OBOm_jatVCI,video_Es9CfWMmPRU,similar,0.5
video_OBOm_jatVCI,video_puqaWrEC7tY,similar,0.5
video_OBOm_jatVCI,video_-C5q3oir8gA,similar,0.5
video_OBOm_jatVCI,video_7aRxsmfBDI0,similar,0.5
video_OBOm_jatVCI,video_ys6KVWA4okw,similar,0.5
video_Es9CfWMmPRU,video_puqaWrEC7tY,similar,0.5
video_Es9CfWMmPRU,video_-C5q3oir8gA,similar,0.5
video_Es9CfWMmPRU,video_7aRxsmfBDI0,similar,0.5
video_Es9CfWMmPRU,video_ys6KVWA4okw,similar,0.5
video_puqaWrEC7tY,video_-C5q3oir8gA,similar,0.5
video_puqaWrEC7tY,video_7aRxsmfBDI0,similar,0.5
video_puqaWrEC7tY,video_ys6KVWA4okw,similar,0.5
video_-C5q3oir8gA,video_7aRxsmfBDI0,similar,0.5
video_-C5q3oir8gA,video_ys6KVWA4okw,similar,0.5
video_7aRxsmfBDI0,video_ys6KVWA4okw,similar,0.5
video_1RZYOeQeIXE,video_MKc22HuE_94,similar,0.5
video_t1shnJT8NCY,video_-txKpma65ZU,similar,0.5
video_t1shnJT8NCY,video_dwEKqAwoz0Y,similar,0.5
video_-txKpma65ZU,video_dwEKqAwoz0Y,similar,0.5
video_ulCdoCfw-bY,video_MUWUHf-rzks,similar,0.5
video_ulCdoCfw-bY,video_5TbUxGZtwGI,similar,0.5
video_MUWUHf-rzks,video_5TbUxGZtwGI,similar,0.5
video_HrQNdClwMs4,video_VXQ1FD77egw,similar,0.5
video_HrQNdClwMs4,video_zNZJNlx4P80,similar,0.5
video_HrQNdClwMs4,video_BlHVpQfxJt4,similar,0.5
video_VXQ1FD77egw,video_zNZJNlx4P80,similar,0.5
video_VXQ1FD77egw,video_BlHVpQfxJt4,similar,0.5
video_zNZJNlx4P80,video_BlHVpQfxJt4,similar,0.5
video_MSzytvDsPfo,video_MSzytvDsPfo,similar,0.5
video_MSzytvDsPfo,video_Qcj15vHJTtk,similar,0.5
video_MSzytvDsPfo,video_Qcj15vHJTtk,similar,0.5
video_V_jU_ssWvc4,video_af6L1jBZGYA,similar,0.5
video_V_jU_ssWvc4,video_amtC28yfYCM,similar,0.5
video_V_jU_ssWvc4,video_kD-_iyS95AQ,similar,0.5
video_af6L1jBZGYA,video_amtC28yfYCM,similar,0.5
video_af6L1jBZGYA,video_kD-_iyS95AQ,similar,0.5
video_amtC28yfYCM,video_kD-_iyS95AQ,similar,0.5
video_1purAy2MsOc,video_1purAy2MsOc,similar,0.5
video_qT0mpVcH3ZU,video_XAzqBDFs418,similar,0.5
video_UZ47aQFp2TQ,video_lrWRy9BBp-c,similar,0.5
video_UZ47aQFp2TQ,video_t_bnyOOFDNM,similar,0.5
video_lrWRy9BBp-c,video_t_bnyOOFDNM,similar,0.5
video_SkcucKDrbOI,video_SkcucKDrbOI,similar,0.5
video_WCKG9J1d5iE,video_WCKG9J1d5iE,similar,0.5
video_Evz-ZQC8wss,video_XzzQL96yAwE,similar,0.5
video_jpH-8HiMCRI,video_jpH-8HiMCRI,similar,0.5
video_HbKnEQdCjGg,video_HbKnEQdCjGg,similar,0.5
video_vL2-H_0V7nw,video_0EPY1CKFecs,similar,0.5
video_u7KZrt_cHH0,video_xqj7XOv9mC8,similar,0.5
video_4L-BPQVZYXM,video_C-DfipidnOE,similar,0.5
video_4L-BPQVZYXM,video_h-h5Mhlt6O0,similar,0.5
video_C-DfipidnOE,video_h-h5Mhlt6O0,similar,0.5
video_c3BTGJgd8Wo,video_6EHbZKLkeMg,similar,0.5
video_lk8lozFBXpo,video_6Nr_xHolP1Q,similar,0.5
video_lk8lozFBXpo,video_6Nr_xHolP1Q,similar,0.5
video_lk8lozFBXpo,video_Ev23TV62k08,similar,0.5
video_6Nr_xHolP1Q,video_6Nr_xHolP1Q,similar,0.5
video_6Nr_xHolP1Q,video_Ev23TV62k08,similar,0.5
video_6Nr_xHolP1Q,video_Ev23TV62k08,similar,0.5
video_kfOeQj7HsCE,video_mHd8Ug4ljN4,similar,0.5
video_J_CFBjAyPWE,video_JWH5KE1atAg,similar,0.5
video_FlsCjmMhFmw,video_FlsCjmMhFmw,similar,0.5
video_S-4rhjO6xYg,video_S-4rhjO6xYg,similar,0.5
video_S-4rhjO6xYg,video_nranUeNkXpM,similar,0.5
video_S-4rhjO6xYg,video_nranUeNkXpM,similar,0.5
video_JRocY48P0qA,video_NKin_i1pcFA,similar,0.5
video_XkVwqEdYlNA,video_hBvcngHRTFg,similar,0.5
video_Eswl8SSywzA,video_7OsFH1XBUG8,similar,0.5
video_n6gD02uqx5Q,video_Bn02bclCu5A,similar,0.5
video__kwsw07w8lU,video_xf4iv4ic70M,similar,0.5
video_HOxylh5runs,video_4cXsgT3ZcL8,similar,0.5
video_16a1LttU5qc,video_DmWm3ar0PiQ,similar,0.5
video_uA8GdJJqz_s,video_ondQYFBvk6M,similar,0.5
video_uA8GdJJqz_s,video_qF7SRQFd49E,similar,0.5
video_ondQYFBvk6M,video_qF7SRQFd49E,similar,0.5
video_9DUfFHaUpxg,video_Nl0iGMkxwcc,similar,0.5
video_oyC4lLTOyL8,video_YF6xzqOfCD8,similar,0.5
video_515lLZS082U,video_515lLZS082U,similar,0.5
video_NWOz3OZ6J9M,video_NWOz3OZ6J9M,similar,0.5
video_JefYnYIXY_8,video_r-8NzNW6mXs,similar,0.5
video_WLagbArQsuE,video_Txlk7PiHaGk,similar,0.5
video_PAHm7SEhhuw,video_YvEGAcgpwqQ,similar,0.5
video_s1APv5uO2VU,video_s1APv5uO2VU,similar,0.5
video_0gDVWPPgMKY,video_4Uhe7pNqCFo,similar,0.5
video__6lGaYh71g4,video__6lGaYh71g4,similar,0.5
video_oFqHvacY9Kk,video_6VrqR_GfvzE,similar,0.5
video_nZM9Ko806Bg,video_Up09AUDzLVI,similar,0.5
video_qK11sSjEM3c,video_kA66nAvEEII,similar,0.5
video_aEM2kOrrNJI,video_aEM2kOrrNJI,similar,0.5
video_v8VMdSQL50w,video_JlcJaCS4BPM,similar,0.5
video_WyZz9muaKFc,video_WyZz9muaKFc,similar,0.5
video_YVfyYrEmzgM,video_uSTNyHkde08,similar,0.5
video_YVfyYrEmzgM,video_s_LxZx42sIk,similar,0.5
video_uSTNyHkde08,video_s_LxZx42sIk,similar,0.5
video_Q3jege0p0dQ,video_lBbSzQXQknw,similar,0.5
video_UYDAgS2Mr6M,video_m7lFyINZlBs,similar,0.5
video_TjXQzRWmb_I,video_GeF_5qo00Uw,similar,0.5
video_fzmM0AB60QQ,video_NZxVghfY6dk,similar,0.5
video_GStMSkhmYEs,video_dEs6-IfOGbw,similar,0.5
video_425M4M3Opkk,video_PzcaR1N0pTI,similar,0.5
video_rYcnh7hXOjE,video_TM42O6kYbI8,similar,0.5
video_V5cOvyDpWfM,video_vug4bROR79I,similar,0.5
video_K5lmXgKi6V0,video_QBzQeyHh0i8,similar,0.5
