id,original_id,display_name,channel,views,likes,tags
zNZJNlx4P80,zNZJNlx4P80,WE TRIED TO MAKE TASTY'S GIANT MACARON (VERSUS),HellthyJunkFood,224124.0,7770.0,how to make macarons
OAGfx7eB3gA,OAGfx7eB3gA,How to pick up a cat like a pro - Vet advice on ca,Helpful Vancouver Vet,3388443.0,102467.0,cat|cats|cute|how-to|pets
KWn4JmiM2pM,KWn4JmiM2pM,Grammys 2018 Nominations Announced | Billboard New,Billboard News,4010.0,83.0,2017|bruno mars|childish gambino|despacito|entertainment|jay-z|kendrick lamar|khalid|music|official|sza
xYtsL9znopI,xYtsL9znopI,Khalid & Normani - Love Lies (Official Video),KhalidVEVO,6010383.0,242098.0,r&b|rca records label
NKin_i1pcFA,NKin_i1pcFA,"The Spyker C8 Is the Quirkiest $250,000 Exotic Car",Doug DeMuro,1394843.0,29208.0,
515lLZS082U,515lLZS082U,Pitch Perfect 3 - Riff-Off Clip [HD],Pitch Perfect,3433497.0,62537.0,acapella|bridesmaids|comedy|competition|glee|hd|movie|music|singing|trailer
yDiXQl7grPQ,yDiXQl7grPQ,Do You Hear Yanny or Laurel? (SOLVED with SCIENCE),AsapSCIENCE,42799458.0,564804.0,jacksfilms
NWOz3OZ6J9M,NWOz3OZ6J9M,Men arrested at Starbucks speak out,ABC News,1254952.0,14272.0,good morning america|interview|video|viral
sYvH7Y16iUM,sYvH7Y16iUM,The True All-Screen Smartphone is Here...,Unbox Therapy,1926808.0,76976.0,2018|best smartphone|cool gadgets|galaxy s9|iphone x|pixel 2|samsung galaxy s9
JefYnYIXY_8,JefYnYIXY_8,The Strange (But True) History of Hysteria,SciShow,298966.0,8979.0,education|learn|science
lYtllIKb70M,lYtllIKb70M,The Royals New Season First Look | E!,E! Entertainment,88940.0,1126.0,celebrity|celebrity news|comedy|love|princess|sex
WLagbArQsuE,WLagbArQsuE,Imagine Dragons - Thunder (Live On The Ellen DeGen,ImagineDragonsVEVO,637040.0,30430.0,
PAHm7SEhhuw,PAHm7SEhhuw,Boxing with Evander Holyfield & Joel McHale | Kevi,LOL Network,1401860.0,23225.0,basketball|comedy|fitness|fun|funny|jack black|james corden|laugh|leslie jones|rhett and link|series|terry crews|wtf
37xIzAWyO8I,37xIzAWyO8I,How To Enlarge And Correct Lip Shape | John Maclea,John Maclean,33074.0,2327.0,
80L97nV_vQc,80L97nV_vQc,My Favorite TECH of 2017!,Jonathan Morrison,401333.0,7748.0,2017|best smartphone|cool gadgets|gadgets|imac pro|pixel 2|tech|technology|top 5
hBvcngHRTFg,hBvcngHRTFg,Jordan Peele Breaks Down Get Out Fan Theories from,Vanity Fair,1475655.0,43253.0,get out|hollywood|jordan peele
Dan2YMDCpms,Dan2YMDCpms,Blind Girl Describes My Face to a Police Sketch Ar,Gabbie Hanna,6476089.0,310607.0,makeup|sketch
YF6xzqOfCD8,YF6xzqOfCD8,"Batman's Village of Fools: Gotham, England",Tom Scott,219954.0,15502.0,
6Nr_xHolP1Q,6Nr_xHolP1Q,EVERY ELEVATOR EVER,Smosh,1486238.0,49860.0,awkward
dx9mF1KJr0s,dx9mF1KJr0s,Kelly Clarkson - I Don't Think About You [Official,Kelly Clarkson,1855482.0,69412.0,official video|the voice
IU-Fo-QEpOI,IU-Fo-QEpOI,Dude Perfect Face Off | What's In The Box,Whistle Sports,2172958.0,33920.0,dude perfect|dude perfect world record
86ysRAffCpI,86ysRAffCpI,VLOG 8 l Weekend Night Routine l Olivia Jade,Olivia Jade,557916.0,22048.0,hair tutorial
4HX6R88QZB0,4HX6R88QZB0,Original 2007 iPhone Unboxing!!!,iJustine,1255581.0,34039.0,iphone x
DMlITdf3w-o,DMlITdf3w-o,Eating With My DAD!,Mark Wiens,709922.0,21806.0,dad|food|street food
kJ18whKduFo,kJ18whKduFo,Age & Aging: Crash Course Sociology #36,CrashCourse,46794.0,1703.0,education
vDtyaRoonx4,vDtyaRoonx4,GIANT ICE BLOCK Vs. TRAMPOLINE from 45m!,How Ridiculous,8280684.0,378013.0,basket|basketball|bottle flip|epic|funny
NjMd89dggAk,NjMd89dggAk,Shawn Mendes - In My Blood (Live From The Billboar,ShawnMendesVEVO,498818.0,23655.0,billboard|khalid|live
D6Oy4LfoqsU,D6Oy4LfoqsU,I GAVE SAFIYA NYGAARD A PERFECT HAIR MAKEOVER BASE,Brad Mondo,946671.0,44283.0,balayage|bts|hair|hair color|hair stylist|hair tutorial|makeover|makeup|safiya nygaard|transformation|tutorial
s1APv5uO2VU,s1APv5uO2VU,[ASMR] Scratching Different Objects ♡,Gibi ASMR,752867.0,15520.0,basket|compilation
If-n27SUAl8,If-n27SUAl8,GUY DANCES WITH HIS NEIGHBORS,Michael Callaghan,31294.0,487.0,
0gDVWPPgMKY,0gDVWPPgMKY,Sumo Wrestling in 4K,The Slow Mo Guys,1292322.0,43551.0,explosion
JWH5KE1atAg,JWH5KE1atAg,[STATION] Siedah Garrett X 보아 (BoA) 'Man in the Mi,SMTOWN,302226.0,28891.0,
tUbky9YzPZY,tUbky9YzPZY,HUGE Pond Jump FAIL!!,RomanAtwoodVlogs,1573462.0,58903.0,big|day|everyday|failed|family friendly|girlfriend|home|house|kid friendly|kids|roman|vlog|vlogger|vlogging|vlogs
__1SjDrSMik,__1SjDrSMik,maybe i could eat blades of grass,bill wurtz,1256855.0,134956.0,
C-DfipidnOE,C-DfipidnOE,Dear Snapchat!,Marques Brownlee,1452821.0,81929.0,new snapchat
enH3xA4mYcY,enH3xA4mYcY,SORRY TO BOTHER YOU | Official Trailer,Annapurna Channel,2092017.0,8368.0,official trailer|terry crews|tessa thompson
VH-DA0YgHHU,VH-DA0YgHHU,Foo Fighters - Everlong/Christmas (Baby Please Com,foofightersVEVO,571542.0,17823.0,rca records label|rock
3yy-dKTmyOo,3yy-dKTmyOo,"Milo Manheim, Meg Donnelly - Someday (From ZOMBIES",DisneyMusicVEVO,2673063.0,43570.0,disney|records|soundtrack
_6lGaYh71g4,_6lGaYh71g4,WTF - $300 Toaster?!,Simon and Martina,368937.0,15116.0,japan
7NcVNt7zQJM,7NcVNt7zQJM,Luke Bryan - Out Of Nowhere Girl (Audio),LukeBryanVEVO,149801.0,5575.0,capitol|country|luke|nashville|of|records
nRafaCcfrcI,nRafaCcfrcI,73 Questions With Liza Koshy | Vogue,Vogue,2935330.0,281095.0,celebrity|liza koshy|lizzza|parody|style|youtuber
FhllRWReNEE,FhllRWReNEE,Melting Every Lipstick From Sephora Together,Safiya Nygaard,7223754.0,391342.0,makeup|urban decay
UKserM-i0_A,UKserM-i0_A,Panic! At The Disco: High Hopes (Audio),Panic! At The Disco,7192582.0,226531.0,new music
8h--kFui1JA,8h--kFui1JA,Sam Smith - Pray (Official Video) ft. Logic,SamSmithWorldVEVO,13449799.0,316898.0,capitol|pop|smith
oFqHvacY9Kk,oFqHvacY9Kk,björk - the gate deconstructed,Björk,65286.0,5027.0,alternative
CT-orZzuN2A,CT-orZzuN2A,Ryan Reynolds Explains the Deadpool Leak | Best of,The Graham Norton Show,2294935.0,38110.0,entertainment
5SNX4JuM39c,5SNX4JuM39c,Jerry Rice Answers Football Questions From Twitter,WIRED,102105.0,2384.0,football|innovation
pl-DjiO8das,pl-DjiO8das,THE PROPOSAL | Felix & Marzia 💍,Marzia,3242681.0,337861.0,story
nZM9Ko806Bg,nZM9Ko806Bg,How I Skinned My Face,William Osman,420131.0,19189.0,face|stem
HgknAaKNaMM,HgknAaKNaMM,Carrie Underwood - The Champion ft. Ludacris,carrieunderwoodVEVO,4426388.0,88955.0,nashville|pop|the
o7iL2KzDh38,o7iL2KzDh38,Martin Garrix & David Guetta - So Far Away (feat. ,Martin Garrix,4667401.0,244335.0,animals|dance music|edm|house
qK11sSjEM3c,qK11sSjEM3c,Russell Westbrook pushes away Denver Nuggets fan a,ESPN,538104.0,1971.0,basketball|nba
XXRBLyQQ78A,XXRBLyQQ78A,Only Slightly Exaggerated | Travel Oregon,oregon,664929.0,26263.0,
DmWm3ar0PiQ,DmWm3ar0PiQ,I made this sculpture using aluminium foil (and da,Bobby Duke Arts,310268.0,25045.0,art|artist|cool|dancing|family friendly|fun|funny|how to|sculpture
Hgc2njyY4Rs,Hgc2njyY4Rs,What If 2017 Never Happened?? | CHRIS AND BRITTANY,Chris Reinacher,73061.0,3956.0,2017|comedy|funny|jokes|security|trump|youtube
ZcCp7488puc,ZcCp7488puc,Grace VanderWaal - Clearly,GraceVanderWaalVEVO,3006056.0,178417.0,grace vanderwaal|pop
j4KvrAUjn6c,j4KvrAUjn6c,WE MADE OUR MOM CRY...HER DREAM CAME TRUE!,Lucas and Marcus,6773604.0,116508.0,animals|challenges|collabs|dance|family|family friendly|food|games|guava juice|gymnastics|makeup|music|pranks|rap|reactions
qZHycHI3F1Q,qZHycHI3F1Q,Football vs Soccer Trick Shots | Dude Perfect,Dude Perfect,13907124.0,571378.0,bottle flip|family|family friendly|fidget spinners|football|freestyle|london|ping pong|tricks
aEM2kOrrNJI,aEM2kOrrNJI,"Jennifer Lopez - Dinero ft. DJ Khaled, Cardi B",JenniferLopezVEVO,27794763.0,438399.0,pop
NukmFF__G-g,NukmFF__G-g,Mason Ramsey - Famous [Lyric Video],Mason Ramsey,12907907.0,490249.0,yodel boy|yodel kid
lBHPVE3AI6Y,lBHPVE3AI6Y,Iran-Iraq border earthquake is deadliest of 2017 -,BBC News,104295.0,423.0,earthquake
RxlSl-kG3qg,RxlSl-kG3qg,We Are So Blessed | Acacia Kersey,acaciacutie,385826.0,27095.0,
lzuWvKn80V8,lzuWvKn80V8,If your reflection were honest,AnthonyPadilla,267038.0,24048.0,comedy|sketch|skit
nranUeNkXpM,nranUeNkXpM,CHRISTMAS IS HERE! — A Bad Lip Reading of Donald T,Bad Lip Reading,918375.0,46147.0,christmas|funny|humor|parody|song|trump
HhGJBBPVpqQ,HhGJBBPVpqQ,#DisneyParksLIVE: Super Bowl Celebration | Walt Di,Disney Parks,38824.0,380.0,
oxd0unpN_Hw,oxd0unpN_Hw,Kane Brown - Setting the Night On Fire,KaneBrownVEVO,326959.0,8091.0,chris young|country|heaven|rca records label nashville
zFuOksI6AVg,zFuOksI6AVg,The Shape of Water - Movie Review,Chris Stuckmann,196182.0,9739.0,2017|clip|creature|film|fish|music|reviews|soundtrack|teaser|trailer
MaTSyJDoxPo,MaTSyJDoxPo,Valentine's Day OMBRÉ Heart Cake | Cupcake Jemma,CupcakeJemma,154665.0,5394.0,baking|birthday|cake|cake decorating|cupcakes|day|fondant|jenna|layer cake|love|valentines
GYLBjScgb7o,GYLBjScgb7o,"THE FURBY ORGAN, A MUSICAL INSTRUMENT MADE FROM FU",LOOK MUM NO COMPUTER,1711933.0,44557.0,diy|electronics|music|science|synth|toy
LU86T12xBQQ,LU86T12xBQQ,Artist Vs. Designer: DIY Prom Dress,As/Is,773032.0,20796.0,artist|beauty|buzzfeed|challenge|competition|cute|design|diy|fashion|fun|quirky|video
_fVUX6-7VKE,_fVUX6-7VKE,"7.9 earthquake hits near Kodiak, AK",Fox News,795360.0,4989.0,alaska|hawaii|on air|tsunami|us
v8VMdSQL50w,v8VMdSQL50w,"Jane Fonda And Lily Tomlin On ‘Grace And Frankie,’",TODAY,45944.0,442.0,fitness|friends|lifestyle|nbc|netflix original series
er2kQ21ZTG0,er2kQ21ZTG0,WEARING GOODWILL TO NEW YORK FASHION WEEK,DamonAndJo,59747.0,4533.0,2017|2018|diy|do it yourself|fall|vintage
WyZz9muaKFc,WyZz9muaKFc,I Got 99 Problems But Being A Girl Ain't One! DIY ,Blossom,17431633.0,101401.0,compilation|diy|do it yourself|experiment|hacks|how to|how to make|how-to|learn|teaching|tips|tricks
4ZO-jde2smo,4ZO-jde2smo,Grace VanderWaal Watches Fan Covers On YouTube | G,Glamour Magazine,601482.0,21672.0,cover|grace vanderwaal
zS5-hxARjJo,zS5-hxARjJo,Galaxy Mirror Glaze Cake: Behind Tasty,Tasty,1398600.0,34410.0,baking|behind the scenes|buzzfeed|cake
F1b5ouja_VI,F1b5ouja_VI,Markiplier Makes: Breakfast,Markiplier,691648.0,40362.0,breakfast|collab|friends|funny
kzFHjyysXr0,kzFHjyysXr0,Embarrassing Vision Boards From Our Past (ft. Jenn,IISuperwomanII,961346.0,77731.0,collabs|comedy|jenna|of|past|skit|team
GveWDLBmc8Y,GveWDLBmc8Y,I Built The Boring Company Flamethrower!,So I Had This Idea...,97217.0,1271.0,company|diy|fire|hack|how to|making|spacex|tesla|tutorial
gm5P74vcB84,gm5P74vcB84,Casually Laser-Exposing 0.2 mm PCB features on a 3,Marco Reps,39115.0,1423.0,arduino|build|diy
YVfyYrEmzgM,YVfyYrEmzgM,How does your body know you're full? - Hilary Coll,TED-Ed,297147.0,10410.0,food|water
T2aJzwAeA9Y,T2aJzwAeA9Y,Ronda Rousey demands an apology from Stephanie McM,WWE,3897800.0,43779.0,sp:ty=high
Bn02bclCu5A,Bn02bclCu5A,Star Wars Episode IX Story Pitched By JJ Abrams - ,ColliderVideos,123530.0,2421.0,pitch perfect 3
8bn9OBHoO0k,8bn9OBHoO0k,"Dennis Edwards, Temptations Lead Singer, Dead At 7",CBS Chicago,27178.0,242.0,
REbjfHF0N0s,REbjfHF0N0s,Meng Jia & Jackson Wang (孟佳 & 王嘉尔）- MOOD Official ,Banana Culture Music,1378937.0,78042.0,
Q3jege0p0dQ,Q3jege0p0dQ,Marc Spelmann gets the first Golden Buzzer of 2018,Britain's Got Talent,3585629.0,115796.0,2017|simon cowell
Qcj15vHJTtk,Qcj15vHJTtk,Royal Wedding - SNL,Saturday Night Live,5186618.0,50779.0,comedy|funny|guest|hilarious|host|kate mckinnon|laugh|leslie jones|music|new york|queen elizabeth|royal wedding|sketch|snl
UYDAgS2Mr6M,UYDAgS2Mr6M,Mathew Knowles,Wendy Williams,380458.0,5404.0,beyonce|jay-z
amtC28yfYCM,amtC28yfYCM,Mindy Kaling Is Mad She Wasn't Invited to the Roya,The Tonight Show Starring Jimm,303920.0,4269.0,black panther|celebrities|clip|funny|funny video|humor|inside out|interview|jokes|mindy kaling|nbc|nbc tv|no strings attached|royal wedding|snl|talent|television|video|wreck-it ralph
0gwkMY-mzUQ,0gwkMY-mzUQ,Demi Lovato & Luis Fonsi - Echame La Culpa (Teaser,Demi Lovato,531746.0,32749.0,luis fonsi
1qKBNKtzTWg,1qKBNKtzTWg,Outback Bowl is January 1st,Outback Steakhouse,9630.0,12.0,football
dwEKqAwoz0Y,dwEKqAwoz0Y,"Take Sam to Church | December 20, 2017 Act 3 | Ful",Full Frontal with Samantha Bee,512801.0,7228.0,tbs
ondQYFBvk6M,ondQYFBvk6M,Summit of Hawaii's Kilauea volcano erupts,CNN,1300551.0,7346.0,us
wc4v9uT6GWc,wc4v9uT6GWc,Country Music Hall of Famer Mel Tillis has died,USA TODAY,24606.0,179.0,country music
Txlk7PiHaGk,Txlk7PiHaGk,Imagine Dragons - Next To Me,ImagineDragonsVEVO,5161538.0,290559.0,alternative|interscope|kid|to
ys6KVWA4okw,ys6KVWA4okw,Will It Slip-N-Slide? (EXPERIMENT),Good Mythical Morning,1694648.0,46641.0,experiment|link|rhett|rhett and link
TjXQzRWmb_I,TjXQzRWmb_I,Destination Wedding Trailer #1 (2018) | Movieclips,Movieclips Trailers,3559290.0,46698.0,comedy|drama|movie trailer|trailer
e0hO5fTGwPY,e0hO5fTGwPY,U.S. v. Whistleblower Tom Drake,CBS News,45642.0,445.0,us|world
Ev23TV62k08,Ev23TV62k08,IF MOVIES WERE GENDER SWAPPED,Smosh,719145.0,34432.0,black panther|movies
Uv2LvQ0FEvo,Uv2LvQ0FEvo,Music is Magic,Poppy,246381.0,12418.0,music|synth
KQkkgD2p3Ow,KQkkgD2p3Ow,U2 - American Soul (Lyric Video),U2VEVO,383461.0,7460.0,american|records|rock
7J4nN0Te9m8,7J4nN0Te9m8,Butterflies,Kacey Musgraves - Topic,30096.0,589.0,
ZqOtqz8bSDk,ZqOtqz8bSDk,10 Things Jimmy Butler Can't Live Without | GQ,GQ,758005.0,14203.0,basketball|nba|top 10
Bzji05zubSc,Bzji05zubSc,2017 Miss Universe National Costume Show,Miss Universe,437779.0,3257.0,
fzmM0AB60QQ,fzmM0AB60QQ,Lost in Space | Official Trailer [HD] | Netflix,Netflix,2715466.0,36730.0,comedy|documentary|drama|movies|robot|sci fi|sci-fi|science fiction|sneak peek|space|streaming|teaser|television|trailer
jyUNW5p8Yno,jyUNW5p8Yno,Classic Game Enthusiast's DREAM?,Linus Tech Tips,259646.0,8577.0,2018|classic|electronics|game|show
TfiVD2_Quy4,TfiVD2_Quy4,LIVE Hosting SpaceX GovSat-1/SES-16,Everyday Astronaut,57561.0,1656.0,nasa
h-h5Mhlt6O0,h-h5Mhlt6O0,iMac Pro: 1 Week Impressions!,Marques Brownlee,1802247.0,81886.0,imac pro
oRArmtMA9AI,oRArmtMA9AI,Marshmello - FLY (Official Music Video),Marshmello,4787890.0,253417.0,dance|dance music|edm|fly|friends|lyrics|selena gomez
WIV3xNz8NoM,WIV3xNz8NoM,Cobra Kai Season 2,Cobra Kai,957976.0,31032.0,
kD-_iyS95AQ,kD-_iyS95AQ,History of TV Theme Songs with Will Smith,The Tonight Show Starring Jimm,5015200.0,64858.0,celebrities|clip|funny|funny video|humor|interview|jokes|martin|nbc|nbc tv|snl|talent|television|video|will smith
mHd8Ug4ljN4,mHd8Ug4ljN4,Broadway's 'Frozen' cast performs 'For the First T,Good Morning America,713619.0,13064.0,disney|first|for|frozen|musical|preview|review|song|the|time
S0eLwrrTBlc,S0eLwrrTBlc,Oh What a Feeling. Toyota! 1982,Kevin Noonan,13630.0,42.0,
iNT-tPrz4OM,iNT-tPrz4OM,Footage of how Tom Cruise broke his ankle while fi,BBC,451523.0,3606.0,exclusive|graham norton|guest|movie|producer
GStMSkhmYEs,GStMSkhmYEs,"INDIAN STREET FOOD Tour DEEP in PUNJAB, INDIA | BE",The Food Ranger,735271.0,20786.0,2017|best|cheap|compilation|cooking|curry|dinner|india|kitchen|recipe|restaurant|travel
PeYARbPHcvk,PeYARbPHcvk,Solve Mysteries with Detective Pikachu!,The Official Pokémon YouTube C,439372.0,17772.0,nintendo
uSTNyHkde08,uSTNyHkde08,Why isn't the world covered in poop? - Eleanor Sla,TED-Ed,543182.0,16816.0,
BQC09Mdn24w,BQC09Mdn24w,THANKSGIVING SLAY MAKEUP TUTORIAL,James Charles,204520.0,17520.0,cute|easy makeup|makeup|makeup tutorial|thanksgiving|tutorial
6gFj1XJ6b5o,6gFj1XJ6b5o,CALLING OUT OLYMPIC CHAMPIONS!?  {Press Up Challen,Nile Wilson,327906.0,12955.0,fitness|gymnastics|success|vlog|vlogging
894rSubVE5E,894rSubVE5E,GUESS THAT SONG CHALLENGE: Oscar Winning Songs (ft,REACT,829743.0,16182.0,fbe|fine brothers|fine brothers entertainment|oscars|thefinebros
GeF_5qo00Uw,GeF_5qo00Uw,The House with a Clock in its Walls Trailer #1 (20,Movieclips Trailers,1305238.0,16089.0,horror|trailer
8Ojf1RVqRn4,8Ojf1RVqRn4,Rise - Super Bowl Commercial,Rise,23819.0,128.0,2018|drama|nbc|official trailer|trailer
T1B1CxmAXLk,T1B1CxmAXLk,LIFE OF THE PARTY - Official Trailer 1,Warner Bros. Pictures,2523415.0,8717.0,
6EHbZKLkeMg,6EHbZKLkeMg,Laura Govan Addresses Rumors Of Pregnancy & Affair,Breakfast Club Power 105.1 FM,153924.0,1130.0,celebrity news|charlamagne tha god|dj envy|interview|video
UelDrZ1aFeY,UelDrZ1aFeY,The Beatles - Something,TheBeatlesVEVO,300775.0,18859.0,rock|something|the
bcPTiiiYDs8,bcPTiiiYDs8,How pi was almost 6.283185...,3Blue1Brown,296379.0,11255.0,
WKcYTvyoidw,WKcYTvyoidw,Parenting Habits That Could Keep Children From Suc,Business Insider,44313.0,1073.0,parenting|relationships|science|success
FBhVIhmh_N8,FBhVIhmh_N8,Sister Circle Live | Dutchess Lattimore Exclusive,Sister Circle Live,157142.0,3217.0,beyonce|cardi b|charlamagne tha god|comedy|dj envy|entertainment|sky|the breakfast club|tv
xPsEiZAOb_I,xPsEiZAOb_I,GIVING AWAY MY YOUTUBE ADSENSE,Caspar,289976.0,40973.0,british|comedy|english|funny|haha|lol|pizza|youtube|youtuber
4cXsgT3ZcL8,4cXsgT3ZcL8,Black Girls React to Tarte Shape Tape Foundation |,Jackie Aina,1802838.0,110360.0,
56XbwQ59GbA,56XbwQ59GbA,Attack of the SHONGOLOLO!,Brave Wilderness,511809.0,15084.0,adventure|animals|creepy|insect|nature|wild|wildlife
Kf2-86o5S1o,Kf2-86o5S1o,Film Theory: The Bee Movie LIED To You!,The Film Theorists,5058013.0,127499.0,
kA66nAvEEII,kA66nAvEEII,Stephen A. shares theory on why Spurs' Kawhi Leona,ESPN,707341.0,4881.0,basketball|first|nba|on|season|smith|stephen
3ChgRbqGi-E,3ChgRbqGi-E,Kygo - Stranger Things ft. OneRepublic,KygoOfficialVEVO,3308845.0,141399.0,stranger things
4Uhe7pNqCFo,4Uhe7pNqCFo,Running Through Glass in Slow Motion,The Slow Mo Guys,1414582.0,57401.0,explosion
C_SJgw5MVFY,C_SJgw5MVFY,MisterWives - Oh Love,MisterWivesVEVO,21439.0,1605.0,alternative|love|records
s_LxZx42sIk,s_LxZx42sIk,What are mini brains? - Madeline Lancaster,TED-Ed,154748.0,7473.0,biology
wAQ7autd61g,wAQ7autd61g,The Final Countdown - Europe (Vintage Cabaret Cove,PostmodernJukebox,491961.0,16979.0,vintage
BHloD113J54,BHloD113J54,Young King - Black Panther Jaden Smith Parody (Ner,Nerdist,60902.0,3650.0,black panther|comedy|jaden smith|marvel|mcu|music video|parody
aTvw9_dxBlk,aTvw9_dxBlk,Jim Nabors dead at 87 (Thursday noon breaking repo,WTHR,32221.0,161.0,
gAcvbGuqG0Q,gAcvbGuqG0Q,Cam - Diane (Official Music Video),CamVEVO,351086.0,5513.0,country|country music|dolly parton|the voice
425M4M3Opkk,425M4M3Opkk,Christopher Robin Official Teaser Trailer,Disney Movie Trailers,6768054.0,138079.0,hd|official|owl|sneak peek|trailer
5VGxDEh3F0g,5VGxDEh3F0g,Iron Man: How It All Began,ScreenPrism,56072.0,2787.0,avengers|iron man|marvel|mcu
NZxVghfY6dk,NZxVghfY6dk,Troy: Fall Of A City | Official Trailer [HD] | Net,Netflix,605483.0,5634.0,comedy|documentary|drama|movies|streaming|television|trailer
ssk48FCVolk,ssk48FCVolk,Drop the Mic: Seth Rogen vs Joseph Gordon-Levitt -,TBS,1331964.0,17725.0,comedy|james corden|terry crews|the late late show
2nSXgn68gPQ,2nSXgn68gPQ,Samsung's Galaxy S9 event: Watch CNET's live cover,CNET,117924.0,1262.0,galaxy s9|samsung galaxy s9
I8TVdFbFMg4,I8TVdFbFMg4,BEST Black Friday Tech Deals 2017!,UrAvgConsumer,259918.0,9228.0,black friday|black friday 2017|black friday deals
c835XURBeLQ,c835XURBeLQ,Giving my 13 year old niece the 'emo phase',Tom Harlock,294794.0,20331.0,beauty|british|bts|cats|christmas|comedy|family|fun|kid|lifestyle|lol|make up|makeover|new|tutorial|vlogmas
9reizHjwuNY,9reizHjwuNY,WHAT IS THIS LINE? (on my Super Blue Blood Moon Ph,SmarterEveryDay,698580.0,26812.0,day|education|experiment|experiments|lunar|moon|nature|physics|rocket|science|slow|slow motion|space|sun
rYzLh2QuraQ,rYzLh2QuraQ,Match the Dog to Their Owner - Lineup,Cut,1682367.0,57854.0,challenges|dating|experiments|games|interviews|kids|love|relationships
4VDylTCCzOY,4VDylTCCzOY,Adam and Jenna's - Freestyle – Dancing with the St,Dancing With The Stars,325214.0,2365.0,abc|adam rippon|freestyle
jsnyz__pc5M,jsnyz__pc5M,Chloe x Halle - The Kids Are Alright - Official Mu,Chloe x Halle,164771.0,12146.0,beyonce|drop|fall|sky
-El8z4uy5Ac,-El8z4uy5Ac,The Best Movie Hell to End Up In - After Hours,Cracked,639982.0,16519.0,hercules
_odvYvbW9VM,_odvYvbW9VM,REAL CHICAGO DEEP DISH PIZZA = Pizza of Heaven!?,JOLLY,614802.0,10422.0,deep|dish|korean|new|pizza
1h7KV2sjUWY,1h7KV2sjUWY,True Facts : Ant Mutualism,zefrank1,988810.0,58038.0,
rYcnh7hXOjE,rYcnh7hXOjE,Why old buildings use the same leaf design,Vox,790583.0,15349.0,roman
dEs6-IfOGbw,dEs6-IfOGbw,"Mexican STREET FOOD Tour in Oaxaca, Mexico | BEST ",The Food Ranger,746367.0,14340.0,amazing|best|breakfast|cheap|cooking|deep|heaven|tour|vlog
rZQepOFnYi8,rZQepOFnYi8,BEST REACTION EVER! - Mickey and Minnie at Drive-T,Brian Hull,1162341.0,29484.0,disney|family friendly|funny
m7lFyINZlBs,m7lFyINZlBs,Cardi B Confirms Pregnancy,Wendy Williams,1048231.0,9906.0,cardi b|celebrity news|entertainment|talk show
XzzQL96yAwE,XzzQL96yAwE,Love at First Sight,Studio C,502559.0,13383.0,awkward|comedy|dating|funny|laugh|lol|love|sketch comedy|snl|weird
hiGqKwy4yM0,hiGqKwy4yM0,Charli XCX - Backseat (feat. Carly Rae Jepsen) [Of,officialcharlixcx,210114.0,5845.0,back|charlie|pop
46KwY26PeOs,46KwY26PeOs,Occupied - Cyanide & Happiness Shorts,ExplosmEntertainment,1346784.0,48342.0,animated|cartoon|comedy|funny|game|humor
p1jllz43xZE,p1jllz43xZE,Ellie Kemper and Mindy Kaling Reminisce About The ,Late Night with Seth Meyers,473884.0,4665.0,bridesmaids|comedy|funny|host|humor|inside out|mindy kaling|nbc|nbc tv|no strings attached|parody|satire|talk show|television|the mindy project|the office|wreck-it ralph
zNqSvg5qwGw,zNqSvg5qwGw,Sharon Stone on second chances,CBS Sunday Morning,466046.0,1264.0,news
tEnCoocmPQM,tEnCoocmPQM,Halsey - Sorry,HalseyVEVO,5332396.0,283092.0,alternative|music video|official video
Up09AUDzLVI,Up09AUDzLVI,I Invented a Real Gravy Train,William Osman,286704.0,10933.0,thanksgiving
rzVJrBOsf0M,rzVJrBOsf0M,How to Make a Ping Pong Table // Collab with Evan ,I Like To Make Stuff,233758.0,6806.0,arduino|collab|how to|how-to|ping pong|wood
QFfEtKvXMAs,QFfEtKvXMAs,Niall Horan - Too Much To Ask (Acoustic),NiallHoranVEVO,419341.0,53572.0,
_wNZbgBPz1Q,_wNZbgBPz1Q,Thanos has a great plan,Jenny Nicholson,405093.0,19903.0,
ife5Zij94_E,ife5Zij94_E,Evanescence - Together Again (Official Audio),EvanescenceVEVO,333536.0,14759.0,company|music|rock|the
pqzopUurZPc,pqzopUurZPc,Fox and Owl Face Off || ViralHog,ViralHog,341197.0,1549.0,2018|animals|canada|cool|face|fox|humor|nature|owl|pets|trending|weird
hahlygBa6yQ,hahlygBa6yQ,vegan eggs benedict *hunger warning*,Julien Solomita,219772.0,18187.0,challenge|girlfriend|how to|jenna|vlogs
kxkrdLI6e6M,kxkrdLI6e6M,How Dark Patterns Trick You Online,Nerdwriter1,583970.0,37091.0,education
7uvxjNut1gk,7uvxjNut1gk,QUARTZ – The World's First Self-Cleaning Water Bot,QUARTZ,65821.0,34.0,
fKuxh0E9mSI,fKuxh0E9mSI,CHVRCHES - My Enemy ft. Matt Berninger,ChvrchesVEVO,266452.0,8143.0,alternative|my
lBbSzQXQknw,lBbSzQXQknw,And the WINNER of Britain’s Got Talent 2018 is... ,Britain's Got Talent,4678751.0,53469.0,2018|simon cowell|voice|winner
BlHVpQfxJt4,BlHVpQfxJt4,DIY POCKY - VERSUS 東京 ft. Simon & Martina,HellthyJunkFood,273204.0,8901.0,
