src,dst
TTogFxTu_vA,ODLwIlXK-9o
96oKlWv5wSo,ODLwIlXK-9o
Hgiu9cqph5Y,ODLwIlXK-9o
jpH-8HiMCRI,ODLwIlXK-9o
zFuOksI6AVg,PzcaR1N0pTI
zFuOksI6AVg,OZsYiWBgFOk
zFuOksI6AVg,SkcucKDrbOI
zFuOksI6AVg,515lLZS082U
ife5Zij94_E,UelDrZ1aFeY
8Ojf1RVqRn4,Pymm6cmE9uQ
2BwxeOzSx8A,Pymm6cmE9uQ
Pymm6cmE9uQ,SkcucKDrbOI
Pymm6cmE9uQ,pFc6I0rgmgY
GYLBjScgb7o,Uv2LvQ0FEvo
tEnCoocmPQM,6VrqR_GfvzE
HbKnEQdCjGg,6VrqR_GfvzE
U7x9pTb9Lwg,lYtllIKb70M
U7x9pTb9Lwg,Mjl4OReUX-c
U7x9pTb9Lwg,QBzQeyHh0i8
U7x9pTb9Lwg,K5lmXgKi6V0
Qcj15vHJTtk,MSzytvDsPfo
Evz-ZQC8wss,MSzytvDsPfo
XzzQL96yAwE,MSzytvDsPfo
vL2-H_0V7nw,MSzytvDsPfo
0EPY1CKFecs,MSzytvDsPfo
S-4rhjO6xYg,MSzytvDsPfo
Mjl4OReUX-c,MUWUHf-rzks
0EPY1CKFecs,MUWUHf-rzks
akNs04ef_Co,MUWUHf-rzks
pMpQABKlC-I,9POblaMln4Q
V_jU_ssWvc4,kD-_iyS95AQ
af6L1jBZGYA,V_jU_ssWvc4
V_jU_ssWvc4,amtC28yfYCM
V_jU_ssWvc4,K5lmXgKi6V0
V_jU_ssWvc4,QBzQeyHh0i8
V_jU_ssWvc4,p1jllz43xZE
V_jU_ssWvc4,Evz-ZQC8wss
V_jU_ssWvc4,Qcj15vHJTtk
46KwY26PeOs,nranUeNkXpM
vL2-H_0V7nw,nranUeNkXpM
Hgc2njyY4Rs,nranUeNkXpM
lJkXbzQPIkM,nranUeNkXpM
p1jllz43xZE,nranUeNkXpM
QBzQeyHh0i8,nranUeNkXpM
0EPY1CKFecs,nranUeNkXpM
K5lmXgKi6V0,nranUeNkXpM
GYLBjScgb7o,sJzWZ1yXpek
SPD1v_8RQUY,sJzWZ1yXpek
mHd8Ug4ljN4,sJzWZ1yXpek
Hgc2njyY4Rs,xPsEiZAOb_I
Hgc2njyY4Rs,Evz-ZQC8wss
Hgc2njyY4Rs,nk3a7zq84Co
Hgc2njyY4Rs,QBzQeyHh0i8
46KwY26PeOs,Hgc2njyY4Rs
vL2-H_0V7nw,Hgc2njyY4Rs
lYtllIKb70M,XzzQL96yAwE
lYtllIKb70M,Mjl4OReUX-c
lYtllIKb70M,QBzQeyHh0i8
lYtllIKb70M,K5lmXgKi6V0
bS_Zr-Hu4Mw,D6Oy4LfoqsU
er2kQ21ZTG0,bS_Zr-Hu4Mw
GveWDLBmc8Y,bS_Zr-Hu4Mw
kUosDBUjq5A,GStMSkhmYEs
dEs6-IfOGbw,GStMSkhmYEs
SPJsPQBnA2s,GStMSkhmYEs
LnA7Au-DLUM,GStMSkhmYEs
96oKlWv5wSo,GStMSkhmYEs
Hgiu9cqph5Y,GStMSkhmYEs
y_WoOYybCro,_YSVbM1saXM
hahlygBa6yQ,_YSVbM1saXM
_YSVbM1saXM,er2kQ21ZTG0
5TbUxGZtwGI,_YSVbM1saXM
qT0mpVcH3ZU,vug4bROR79I
qT0mpVcH3ZU,qK11sSjEM3c
vL2-H_0V7nw,qT0mpVcH3ZU
qT0mpVcH3ZU,ZqOtqz8bSDk
qT0mpVcH3ZU,0EPY1CKFecs
46KwY26PeOs,qT0mpVcH3ZU
qT0mpVcH3ZU,kA66nAvEEII
6EHbZKLkeMg,NWOz3OZ6J9M
6EHbZKLkeMg,FBhVIhmh_N8
6EHbZKLkeMg,cgYHbIEZWW8
6EHbZKLkeMg,kD-_iyS95AQ
6EHbZKLkeMg,af6L1jBZGYA
SPJsPQBnA2s,Hgiu9cqph5Y
7LjC-nUPrNg,fJe0cmOvM94
fJe0cmOvM94,rYzLh2QuraQ
XzzQL96yAwE,rYzLh2QuraQ
sYvH7Y16iUM,80L97nV_vQc
6gFj1XJ6b5o,tUbky9YzPZY
__-22AJoFxY,HgknAaKNaMM
__-22AJoFxY,8ll04Zzw5UM
GveWDLBmc8Y,Eswl8SSywzA
DmWm3ar0PiQ,Eswl8SSywzA
dDZoGcQVjJg,Eswl8SSywzA
Eswl8SSywzA,WyZz9muaKFc
Eswl8SSywzA,ys6KVWA4okw
GYLBjScgb7o,Eswl8SSywzA
pqzopUurZPc,C7mxTEskjQg
pqzopUurZPc,56XbwQ59GbA
cgYHbIEZWW8,ic1kMoM_kPw
Oc27GxSD_bI,JefYnYIXY_8
Oc27GxSD_bI,hB07EJhMBRs
Oc27GxSD_bI,r-8NzNW6mXs
Oc27GxSD_bI,9reizHjwuNY
t_bnyOOFDNM,lrWRy9BBp-c
UZ47aQFp2TQ,lrWRy9BBp-c
894rSubVE5E,lrWRy9BBp-c
_fVUX6-7VKE,Wk6Z7HLpx8s
xPsEiZAOb_I,Mjl4OReUX-c
xPsEiZAOb_I,Evz-ZQC8wss
xPsEiZAOb_I,XzzQL96yAwE
S-4rhjO6xYg,xPsEiZAOb_I
nk3a7zq84Co,xPsEiZAOb_I
0EPY1CKFecs,xPsEiZAOb_I
46KwY26PeOs,xPsEiZAOb_I
iNT-tPrz4OM,MSzytvDsPfo
dEs6-IfOGbw,akNs04ef_Co
LC3fWTXZXxE,akNs04ef_Co
5TbUxGZtwGI,akNs04ef_Co
u7KZrt_cHH0,xqj7XOv9mC8
u7KZrt_cHH0,kfOeQj7HsCE
46KwY26PeOs,nk3a7zq84Co
vL2-H_0V7nw,nk3a7zq84Co
nk3a7zq84Co,lJkXbzQPIkM
X9Qh8vsSE-c,nk3a7zq84Co
9POblaMln4Q,nk3a7zq84Co
o7Ax6SRTGks,MaTSyJDoxPo
o7Ax6SRTGks,LU86T12xBQQ
zS5-hxARjJo,o7Ax6SRTGks
DmWm3ar0PiQ,o7Ax6SRTGks
o7Ax6SRTGks,1purAy2MsOc
tEnCoocmPQM,HbKnEQdCjGg
al2l6YLt7cg,-BDImdAfodA
mhog9LEMCDY,-BDImdAfodA
zS5-hxARjJo,MaTSyJDoxPo
vug4bROR79I,qK11sSjEM3c
ZqOtqz8bSDk,qK11sSjEM3c
kA66nAvEEII,qK11sSjEM3c
V5cOvyDpWfM,qK11sSjEM3c
8Ojf1RVqRn4,TjXQzRWmb_I
8Ojf1RVqRn4,NZxVghfY6dk
2BwxeOzSx8A,8Ojf1RVqRn4
8Ojf1RVqRn4,SkcucKDrbOI
8Ojf1RVqRn4,pFc6I0rgmgY
8Ojf1RVqRn4,OZsYiWBgFOk
8Ojf1RVqRn4,fzmM0AB60QQ
9reizHjwuNY,XCrJ3NflOpE
9reizHjwuNY,r-8NzNW6mXs
9reizHjwuNY,7OsFH1XBUG8
9reizHjwuNY,JefYnYIXY_8
9reizHjwuNY,O4_JNAFClFk
9reizHjwuNY,hB07EJhMBRs
9reizHjwuNY,ulCdoCfw-bY
fJe0cmOvM94,XzzQL96yAwE
46KwY26PeOs,SPD1v_8RQUY
0EPY1CKFecs,SPD1v_8RQUY
1purAy2MsOc,MaTSyJDoxPo
Mjl4OReUX-c,MaTSyJDoxPo
5TbUxGZtwGI,er2kQ21ZTG0
er2kQ21ZTG0,WyZz9muaKFc
jsnyz__pc5M,FBhVIhmh_N8
af6L1jBZGYA,kD-_iyS95AQ
af6L1jBZGYA,amtC28yfYCM
af6L1jBZGYA,K5lmXgKi6V0
af6L1jBZGYA,QBzQeyHh0i8
af6L1jBZGYA,p1jllz43xZE
af6L1jBZGYA,NWOz3OZ6J9M
GveWDLBmc8Y,5XUwdZkM6N8
GveWDLBmc8Y,7OsFH1XBUG8
GveWDLBmc8Y,jpH-8HiMCRI
GveWDLBmc8Y,WyZz9muaKFc
DmWm3ar0PiQ,X9Qh8vsSE-c
DmWm3ar0PiQ,rZQepOFnYi8
DmWm3ar0PiQ,_PgMjA4x3rE
DmWm3ar0PiQ,7OsFH1XBUG8
DmWm3ar0PiQ,jpH-8HiMCRI
DmWm3ar0PiQ,LU86T12xBQQ
Mjl4OReUX-c,XzzQL96yAwE
Mjl4OReUX-c,Evz-ZQC8wss
S-4rhjO6xYg,Mjl4OReUX-c
nk3a7zq84Co,Mjl4OReUX-c
5VGxDEh3F0g,BHloD113J54
qT0mpVcH3ZU,BHloD113J54
hHFuZVGpBC0,7OsFH1XBUG8
X9Qh8vsSE-c,7OsFH1XBUG8
r-8NzNW6mXs,7OsFH1XBUG8
7OsFH1XBUG8,WyZz9muaKFc
cgYHbIEZWW8,hB07EJhMBRs
cgYHbIEZWW8,NWOz3OZ6J9M
X9Qh8vsSE-c,rZQepOFnYi8
0EPY1CKFecs,rZQepOFnYi8
QAt8kU3TQfQ,ulCdoCfw-bY
QAt8kU3TQfQ,XCrJ3NflOpE
9reizHjwuNY,QAt8kU3TQfQ
FR5WT12B_88,qZHycHI3F1Q
5llHhbYjBwY,V5cOvyDpWfM
V5cOvyDpWfM,vug4bROR79I
V5cOvyDpWfM,kA66nAvEEII
V5cOvyDpWfM,ZqOtqz8bSDk
V5cOvyDpWfM,qT0mpVcH3ZU
phXTecbj6NI,LU86T12xBQQ
vug4bROR79I,kA66nAvEEII
ZqOtqz8bSDk,kA66nAvEEII
tUbky9YzPZY,y_WoOYybCro
tUbky9YzPZY,hahlygBa6yQ
2nSXgn68gPQ,sYvH7Y16iUM
7bDvhiHoH-c,kUosDBUjq5A
TTogFxTu_vA,7bDvhiHoH-c
7bDvhiHoH-c,xLkHEZTSeoU
jpH-8HiMCRI,7bDvhiHoH-c
JefYnYIXY_8,hB07EJhMBRs
r-8NzNW6mXs,hB07EJhMBRs
894rSubVE5E,t_bnyOOFDNM
894rSubVE5E,UZ47aQFp2TQ
LnA7Au-DLUM,dEs6-IfOGbw
AFbu21AGSho,C7mxTEskjQg
56XbwQ59GbA,C7mxTEskjQg
mHd8Ug4ljN4,CvkOWb1U-LI
PzcaR1N0pTI,mHd8Ug4ljN4
PzcaR1N0pTI,425M4M3Opkk
PzcaR1N0pTI,SkcucKDrbOI
PzcaR1N0pTI,OZsYiWBgFOk
425M4M3Opkk,SkcucKDrbOI
425M4M3Opkk,fzmM0AB60QQ
NZxVghfY6dk,fzmM0AB60QQ
lD1mPectYOM,fzmM0AB60QQ
TjXQzRWmb_I,fzmM0AB60QQ
OZsYiWBgFOk,fzmM0AB60QQ
O4_JNAFClFk,fzmM0AB60QQ
2BwxeOzSx8A,fzmM0AB60QQ
OBOm_jatVCI,M61Vt1C69JA
Es9CfWMmPRU,OBOm_jatVCI
OBOm_jatVCI,ys6KVWA4okw
7aRxsmfBDI0,OBOm_jatVCI
ZqOtqz8bSDk,vug4bROR79I
hbcH02YynOA,FhllRWReNEE
Es9CfWMmPRU,M61Vt1C69JA
M61Vt1C69JA,ys6KVWA4okw
7aRxsmfBDI0,M61Vt1C69JA
Evz-ZQC8wss,XzzQL96yAwE
vL2-H_0V7nw,Evz-ZQC8wss
Evz-ZQC8wss,Qcj15vHJTtk
S-4rhjO6xYg,Evz-ZQC8wss
vL2-H_0V7nw,46KwY26PeOs
_PgMjA4x3rE,46KwY26PeOs
46KwY26PeOs,1RZYOeQeIXE
46KwY26PeOs,QBzQeyHh0i8
_vrcsnkXCI8,D6Oy4LfoqsU
OZsYiWBgFOk,SkcucKDrbOI
TjXQzRWmb_I,OZsYiWBgFOk
amtC28yfYCM,kD-_iyS95AQ
K5lmXgKi6V0,kD-_iyS95AQ
QBzQeyHh0i8,kD-_iyS95AQ
p1jllz43xZE,kD-_iyS95AQ
NWOz3OZ6J9M,kD-_iyS95AQ
vDtyaRoonx4,PAHm7SEhhuw
TjXQzRWmb_I,NZxVghfY6dk
2BwxeOzSx8A,NZxVghfY6dk
NZxVghfY6dk,pFc6I0rgmgY
OZsYiWBgFOk,NZxVghfY6dk
mhog9LEMCDY,_NWs7ntMRBA
JefYnYIXY_8,r-8NzNW6mXs
r-8NzNW6mXs,AFbu21AGSho
r-8NzNW6mXs,WyZz9muaKFc
vL2-H_0V7nw,0EPY1CKFecs
46KwY26PeOs,0EPY1CKFecs
0EPY1CKFecs,lJkXbzQPIkM
0EPY1CKFecs,Evz-ZQC8wss
0EPY1CKFecs,XzzQL96yAwE
LC3fWTXZXxE,WyZz9muaKFc
PAHm7SEhhuw,YvEGAcgpwqQ
ssk48FCVolk,YvEGAcgpwqQ
MKc22HuE_94,1RZYOeQeIXE
MKc22HuE_94,nk3a7zq84Co
K5lmXgKi6V0,QBzQeyHh0i8
vL2-H_0V7nw,QBzQeyHh0i8
amtC28yfYCM,QBzQeyHh0i8
WyZz9muaKFc,rzVJrBOsf0M
m7lFyINZlBs,FBhVIhmh_N8
96oKlWv5wSo,TTogFxTu_vA
jpH-8HiMCRI,TTogFxTu_vA
S0OICOBR19Q,5TbUxGZtwGI
5TbUxGZtwGI,ulCdoCfw-bY
5TbUxGZtwGI,Hgc2njyY4Rs
5TbUxGZtwGI,0EPY1CKFecs
9reizHjwuNY,5TbUxGZtwGI
45tSUnisIos,H-WEhug-up8
OAGfx7eB3gA,H-WEhug-up8
96oKlWv5wSo,kUosDBUjq5A
jpH-8HiMCRI,kUosDBUjq5A
Hgiu9cqph5Y,jpH-8HiMCRI
_PgMjA4x3rE,1RZYOeQeIXE
_PgMjA4x3rE,PAHm7SEhhuw
AFbu21AGSho,56XbwQ59GbA
V_jU_ssWvc4,NWOz3OZ6J9M
y_WoOYybCro,FBhVIhmh_N8
jpH-8HiMCRI,WyZz9muaKFc
kfOeQj7HsCE,xqj7XOv9mC8
9POblaMln4Q,46KwY26PeOs
9POblaMln4Q,vL2-H_0V7nw
9POblaMln4Q,Hgc2njyY4Rs
7aRxsmfBDI0,Es9CfWMmPRU
vL2-H_0V7nw,XzzQL96yAwE
Qcj15vHJTtk,XzzQL96yAwE
S-4rhjO6xYg,XzzQL96yAwE
ssk48FCVolk,PAHm7SEhhuw
Qcj15vHJTtk,PAHm7SEhhuw
Evz-ZQC8wss,PAHm7SEhhuw
XzzQL96yAwE,PAHm7SEhhuw
S-4rhjO6xYg,PAHm7SEhhuw
PZxyNX8J7Y4,X9Qh8vsSE-c
PZxyNX8J7Y4,xPsEiZAOb_I
PZxyNX8J7Y4,QBzQeyHh0i8
PZxyNX8J7Y4,0EPY1CKFecs
S-4rhjO6xYg,PZxyNX8J7Y4
PZxyNX8J7Y4,Qcj15vHJTtk
PZxyNX8J7Y4,MSzytvDsPfo
jpH-8HiMCRI,nk3a7zq84Co
X9Qh8vsSE-c,jpH-8HiMCRI
NukmFF__G-g,UZ47aQFp2TQ
2BwxeOzSx8A,SkcucKDrbOI
2BwxeOzSx8A,pFc6I0rgmgY
Es9CfWMmPRU,ys6KVWA4okw
UZ47aQFp2TQ,t_bnyOOFDNM
VYOjWnS4cMY,pFc6I0rgmgY
8h--kFui1JA,H7gh2fmdjCU
y_WoOYybCro,K5lmXgKi6V0
y_WoOYybCro,p1jllz43xZE
1RZYOeQeIXE,Qcj15vHJTtk
1RZYOeQeIXE,MSzytvDsPfo
K5lmXgKi6V0,1RZYOeQeIXE
PZxyNX8J7Y4,1RZYOeQeIXE
SkcucKDrbOI,pFc6I0rgmgY
vL2-H_0V7nw,Qcj15vHJTtk
0EPY1CKFecs,Qcj15vHJTtk
Ji_4dH_FXzw,lBbSzQXQknw
p1jllz43xZE,amtC28yfYCM
K5lmXgKi6V0,amtC28yfYCM
amtC28yfYCM,Qcj15vHJTtk
46KwY26PeOs,p1jllz43xZE
vL2-H_0V7nw,p1jllz43xZE
p1jllz43xZE,lJkXbzQPIkM
X9Qh8vsSE-c,QBzQeyHh0i8
46KwY26PeOs,X9Qh8vsSE-c
K5lmXgKi6V0,X9Qh8vsSE-c
46KwY26PeOs,K5lmXgKi6V0
vL2-H_0V7nw,K5lmXgKi6V0
K5lmXgKi6V0,Hgc2njyY4Rs
